Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
IDDLNTM111_R1	(1, 38.566735366054644)	(2, 37.68418001931723)	(3, 38.24030423775463)	(4, 38.20154881794482)	(5, 38.524683380319026)	(6, 38.76647766123506)	(7, 38.884269128226215)	(8, 38.71271593018823)	(9, 38.72688602425686)	(10, 38.944144441445374)	(15, 39.08102314493781)	(20, 39.10359992650254)	(25, 39.02942452686009)	(30, 38.88734172397144)	(35, 38.90716524891662)	(40, 38.81167589474561)	(45, 38.8552839245171)	(50, 38.80883484305181)	(55, 38.733589286373274)	(60, 38.64803878285577)	(65, 38.704364964741885)	(70, 38.65237405106837)	(75, 38.482665477002186)	(80, 38.3607950168567)	(85, 38.182059084307426)	(90, 37.829086407626114)	(95, 37.560784428894394)	(100, 37.27873687928312)	(105, 36.965774798292564)	(110, 36.732354822710555)	(115, 36.47028436214)	(120, 36.274156503607536)	(125, 36.2345932300028)	(130, 36.063386420629215)	(135, 36.022948519511125)	(140, 35.87755817631237)	(145, 35.821350471405836)	(150, 35.316033865249636)
IDDLNTM111_R2	(1, 38.90348821190763)	(2, 38.07388388289946)	(3, 38.2648895634958)	(4, 37.99162662207872)	(5, 38.178795518818845)	(6, 38.58382449177298)	(7, 38.46694961772239)	(8, 38.44459587892549)	(9, 38.3445682304327)	(10, 38.48139530794837)	(15, 38.48806108713256)	(20, 38.43252150583236)	(25, 38.47461530242641)	(30, 38.382019089632315)	(35, 38.35256167826158)	(40, 38.31379543863629)	(45, 38.24419805749534)	(50, 38.20272740498898)	(55, 38.136032052930545)	(60, 38.08203483632808)	(65, 38.05498885269188)	(70, 37.98629384416258)	(75, 37.915904375243564)	(80, 37.78355121414753)	(85, 37.72988361549544)	(90, 37.685609007805525)	(95, 37.61833147238948)	(100, 37.48738434631601)	(105, 37.193670717077474)	(110, 37.087324141771276)	(115, 36.923428745428865)	(120, 36.80985267855159)	(125, 36.8311171710665)	(130, 36.68292835987634)	(135, 36.566307983342895)	(140, 36.37164860562526)	(145, 36.304048871560866)	(150, 35.50578270835052)
IDDLNTM112_R1	(1, 38.829216863701)	(2, 37.885665192188696)	(3, 38.3092052551638)	(4, 38.278093891108206)	(5, 38.49729584857559)	(6, 38.703149602803165)	(7, 38.945868938969205)	(8, 38.73085832539182)	(9, 38.72792874392479)	(10, 38.955801584428094)	(15, 39.08506644030827)	(20, 39.10411832635247)	(25, 39.0249810392547)	(30, 38.873184077252475)	(35, 38.88957705933472)	(40, 38.78548609942252)	(45, 38.82624473912477)	(50, 38.779998764877476)	(55, 38.67392111441957)	(60, 38.58069915200362)	(65, 38.62462575989299)	(70, 38.55846137638663)	(75, 38.4267856905001)	(80, 38.31315788942585)	(85, 38.20334839294818)	(90, 37.932592986360774)	(95, 37.720973228113806)	(100, 37.512398248709275)	(105, 37.24677683475231)	(110, 37.04879064955738)	(115, 36.81842358809551)	(120, 36.633913477648925)	(125, 36.60438791404354)	(130, 36.43712519984969)	(135, 36.392485772881955)	(140, 36.241456120657745)	(145, 36.16508922145706)	(150, 35.65265206235189)
IDDLNTM112_R2	(1, 38.8523951891574)	(2, 37.96188153560443)	(3, 38.16627978269916)	(4, 37.86009290866107)	(5, 38.133287480418666)	(6, 38.58960713012823)	(7, 38.42327648944273)	(8, 38.408295179752706)	(9, 38.263051228926734)	(10, 38.44761825188185)	(15, 38.45666984327264)	(20, 38.39288658225048)	(25, 38.4293563598921)	(30, 38.331373363412204)	(35, 38.30707374044748)	(40, 38.26023692556207)	(45, 38.181250032795326)	(50, 38.13594807964684)	(55, 38.05301630240643)	(60, 37.9919818751824)	(65, 37.94902431375018)	(70, 37.87426937053554)	(75, 37.79017552867079)	(80, 37.653948375914794)	(85, 37.59152778601866)	(90, 37.555957871827374)	(95, 37.486034437314906)	(100, 37.37139084887226)	(105, 37.11585949795095)	(110, 37.00397136291734)	(115, 36.84337814890653)	(120, 36.717318476343166)	(125, 36.71506038174973)	(130, 36.555325295349675)	(135, 36.3989184201572)	(140, 36.19258773103552)	(145, 36.08303639938373)	(150, 35.20404587390368)
IDDLNTM113_R1	(1, 38.72529724394642)	(2, 37.73022119242475)	(3, 38.26621518241908)	(4, 38.22733635301262)	(5, 38.592869814397964)	(6, 38.81250653560598)	(7, 39.01554602809439)	(8, 38.83669148821023)	(9, 38.842917054216635)	(10, 39.045435899693814)	(15, 39.17497995747499)	(20, 39.19320810653634)	(25, 39.11780931991173)	(30, 38.97231526479065)	(35, 39.002268061663095)	(40, 38.89898732505215)	(45, 38.933239770974026)	(50, 38.8816205000633)	(55, 38.7951021022178)	(60, 38.69857950323891)	(65, 38.718089089711626)	(70, 38.66983200970113)	(75, 38.47847497023433)	(80, 38.28579099636575)	(85, 38.05765367617517)	(90, 37.66495392512443)	(95, 37.33318418392525)	(100, 36.96934842072241)	(105, 36.58501736407315)	(110, 36.27161336364019)	(115, 35.91870036379247)	(120, 35.64676650320772)	(125, 35.50824798061241)	(130, 35.302415376515114)	(135, 35.214484187044)	(140, 35.07089972133094)	(145, 34.9834567072287)	(150, 34.42767813080752)
IDDLNTM113_R2	(1, 38.75181391730922)	(2, 37.83139237301661)	(3, 38.04811581919349)	(4, 37.74060294519631)	(5, 38.06408104334872)	(6, 38.51287583174186)	(7, 38.373300971764344)	(8, 38.3696447015269)	(9, 38.21528331966589)	(10, 38.39964886596916)	(15, 38.41273328673561)	(20, 38.35074804023548)	(25, 38.38583319115524)	(30, 38.27970192133057)	(35, 38.243721140139904)	(40, 38.194138593372486)	(45, 38.11204973114581)	(50, 38.06409792126452)	(55, 37.977531641505735)	(60, 37.91625508401349)	(65, 37.87456259597021)	(70, 37.793761041734314)	(75, 37.710025115072526)	(80, 37.56122592374484)	(85, 37.48939608248897)	(90, 37.43454047122407)	(95, 37.329335285300985)	(100, 37.1786720015557)	(105, 36.87654465034279)	(110, 36.70962976824053)	(115, 36.522689055588884)	(120, 36.367930308884205)	(125, 36.34697839443322)	(130, 36.16745607614141)	(135, 35.98938654279745)	(140, 35.76716511554951)	(145, 35.6315473930041)	(150, 34.708615167008816)
IDDLNTM116_R1	(1, 38.55002359227299)	(2, 37.52375924812411)	(3, 38.14218823725853)	(4, 38.13655095039807)	(5, 38.50398535871981)	(6, 38.73017006135867)	(7, 38.91067205614867)	(8, 38.745554287086534)	(9, 38.74680519348947)	(10, 38.9773504798659)	(15, 39.10298650972255)	(20, 39.13188709103991)	(25, 39.05267915352988)	(30, 38.90129386966747)	(35, 38.92612128961086)	(40, 38.82288722518285)	(45, 38.84555184812392)	(50, 38.76620216936344)	(55, 38.67290903513701)	(60, 38.566005363841626)	(65, 38.595060913091324)	(70, 38.55127327919461)	(75, 38.33787549471073)	(80, 38.10533729445877)	(85, 37.798385594361115)	(90, 37.343744764438426)	(95, 36.927956046141425)	(100, 36.51860693959909)	(105, 36.059401215916665)	(110, 35.71439391309976)	(115, 35.29311302621791)	(120, 35.02430032259971)	(125, 34.83876674793415)	(130, 34.664710368499115)	(135, 34.54725461925449)	(140, 34.448675314977955)	(145, 34.33616803326745)	(150, 33.83492819600254)
IDDLNTM116_R2	(1, 38.80588859381611)	(2, 37.921313437652145)	(3, 38.176032595797295)	(4, 37.88009965976472)	(5, 38.172903688180504)	(6, 38.62511831313841)	(7, 38.45888049739828)	(8, 38.44504501293119)	(9, 38.287952368936246)	(10, 38.47610332571314)	(15, 38.495489513867845)	(20, 38.43725618581893)	(25, 38.47318670165014)	(30, 38.38325764732038)	(35, 38.359485829158174)	(40, 38.31799869984531)	(45, 38.24989254493554)	(50, 38.20749605779216)	(55, 38.140113524329124)	(60, 38.083222845199984)	(65, 38.05333148222324)	(70, 37.98414618016241)	(75, 37.911204688061375)	(80, 37.775219107958804)	(85, 37.71934866565293)	(90, 37.67537801575382)	(95, 37.596058073576)	(100, 37.46372821701514)	(105, 37.160313106516064)	(110, 37.0275222860209)	(115, 36.8640159207975)	(120, 36.72511259095689)	(125, 36.74446894872269)	(130, 36.58383624429776)	(135, 36.45786307476264)	(140, 36.258029111833004)	(145, 36.188781147194206)	(150, 35.346102631546856)
IDDLNTM117_R1	(1, 38.474315258160004)	(2, 37.45785841893876)	(3, 38.02463506418818)	(4, 38.148158505086776)	(5, 38.41351929821922)	(6, 38.68919398816029)	(7, 38.87244827681918)	(8, 38.7454680203051)	(9, 38.76127142124512)	(10, 38.943727679920556)	(15, 39.08278660946985)	(20, 39.0909424738255)	(25, 38.994054723315976)	(30, 38.814649883929754)	(35, 38.80392592152567)	(40, 38.698236806136876)	(45, 38.66745221067846)	(50, 38.60431736192517)	(55, 38.510688553779474)	(60, 38.39120652099758)	(65, 38.43445464103307)	(70, 38.32248826392162)	(75, 37.97700530195515)	(80, 37.736205902319405)	(85, 37.21068826843525)	(90, 36.49548914874813)	(95, 35.99085591076301)	(100, 35.49172379820145)	(105, 35.02768093223516)	(110, 34.66344805295366)	(115, 34.3139592730778)	(120, 34.09412592967095)	(125, 34.08702324491899)	(130, 33.978891997988065)	(135, 34.033974121353786)	(140, 33.997128814501096)	(145, 34.0620235626887)	(150, 33.58421247457518)
IDDLNTM117_R2	(1, 39.0595126891281)	(2, 38.42833177647793)	(3, 38.563027740906406)	(4, 38.37377136612181)	(5, 38.452821055706195)	(6, 38.79663179673737)	(7, 38.69800541790867)	(8, 38.66558720080685)	(9, 38.58495514777848)	(10, 38.68503335803723)	(15, 38.66835970908378)	(20, 38.5980066889875)	(25, 38.62060512172137)	(30, 38.51158256318494)	(35, 38.46382226893797)	(40, 38.42554899580881)	(45, 38.35132110486323)	(50, 38.31004144495205)	(55, 38.245619123043795)	(60, 38.19750977498533)	(65, 38.1664448158531)	(70, 38.092173552584924)	(75, 38.018750021076556)	(80, 37.8682671537925)	(85, 37.791853837348086)	(90, 37.666497448892905)	(95, 37.552598201864434)	(100, 37.2768268061706)	(105, 36.78206710102976)	(110, 36.70023639472238)	(115, 36.4796412341086)	(120, 36.37473489575727)	(125, 36.41551266111249)	(130, 36.30733316506671)	(135, 36.23450947900554)	(140, 36.09247145195854)	(145, 36.088896659475125)	(150, 35.413163396146246)
IDDLNTM12.A_R1	(1, 38.6186360060882)	(2, 37.609183544587125)	(3, 38.22673437020362)	(4, 38.1315598460043)	(5, 38.500916108155124)	(6, 38.73534866468843)	(7, 38.97165100915788)	(8, 38.774397974649546)	(9, 38.80099868579249)	(10, 38.993623695385246)	(15, 39.13694953571063)	(20, 39.162012208380226)	(25, 39.089599374552336)	(30, 38.93688278611992)	(35, 38.96433765220505)	(40, 38.8641421998107)	(45, 38.911674943082986)	(50, 38.857804825795554)	(55, 38.75272650094648)	(60, 38.60378418218561)	(65, 38.681646100864626)	(70, 38.57063337767319)	(75, 38.46391133416044)	(80, 38.249807105673796)	(85, 38.15142692238821)	(90, 37.644739812493604)	(95, 37.35600986135271)	(100, 36.9361076914714)	(105, 36.628005330374506)	(110, 36.302203775708584)	(115, 36.083519086385955)	(120, 35.8382121022204)	(125, 35.872843868310646)	(130, 35.6982146283127)	(135, 35.75117815026092)	(140, 35.59496572188683)	(145, 35.59162536452472)	(150, 35.10157968702036)
IDDLNTM12.A_R2	(1, 38.86140386779904)	(2, 37.99790078532692)	(3, 38.19875989652614)	(4, 37.911996060575056)	(5, 38.185320845697326)	(6, 38.63084198813056)	(7, 38.45905172413793)	(8, 38.44143702675739)	(9, 38.28722708610457)	(10, 38.477859760309016)	(15, 38.51110041696511)	(20, 38.4584932658856)	(25, 38.49948566842321)	(30, 38.42088894466899)	(35, 38.410101091655584)	(40, 38.378592806712376)	(45, 38.32339297362632)	(50, 38.29047135603192)	(55, 38.23170669510385)	(60, 38.18119628056892)	(65, 38.14286298987005)	(70, 38.081683112913126)	(75, 38.008170469661316)	(80, 37.88820099061189)	(85, 37.82872270861046)	(90, 37.80280500166275)	(95, 37.71317005397524)	(100, 37.59917614217743)	(105, 37.26185984344623)	(110, 37.06891075859511)	(115, 36.930650692596956)	(120, 36.77444841655581)	(125, 36.830588579504756)	(130, 36.68179374936049)	(135, 36.59392778573621)	(140, 36.415777205054745)	(145, 36.37274937966848)	(150, 35.61804125524404)
IDDLNTM12.B_R1	(1, 38.66654603207665)	(2, 37.478717541484414)	(3, 38.105122630701935)	(4, 38.1303079219607)	(5, 38.46450739429286)	(6, 38.782687634520585)	(7, 38.91800492952857)	(8, 38.77059596958967)	(9, 38.77115184336596)	(10, 38.9903996563216)	(15, 39.13151426786086)	(20, 39.15768416302159)	(25, 39.093938328820386)	(30, 38.95568917933764)	(35, 38.98776730542248)	(40, 38.897426491008815)	(45, 38.94060430118725)	(50, 38.885369454280365)	(55, 38.81633557245018)	(60, 38.727144171353196)	(65, 38.78505467610914)	(70, 38.72047976116087)	(75, 38.52191305630771)	(80, 38.210513347913626)	(85, 37.890847653266675)	(90, 37.27375789766021)	(95, 36.828703829063386)	(100, 36.25094155731445)	(105, 35.77413143095188)	(110, 35.31509407762271)	(115, 34.89965996667361)	(120, 34.53209348746789)	(125, 34.36802176629869)	(130, 34.13931568076096)	(135, 34.092963271540654)	(140, 33.9947431090745)	(145, 33.98268433659655)	(150, 33.51939352912588)
IDDLNTM12.B_R2	(1, 38.872694056793726)	(2, 37.9932596507672)	(3, 38.25181993334722)	(4, 37.97023016038325)	(5, 38.18717281121989)	(6, 38.596789731305975)	(7, 38.485986426438934)	(8, 38.472746129278626)	(9, 38.35529837533847)	(10, 38.50472627230438)	(15, 38.523410747760884)	(20, 38.478149083524265)	(25, 38.526076511837815)	(30, 38.43910669652156)	(35, 38.420298635700895)	(40, 38.382351593418036)	(45, 38.32526765257238)	(50, 38.286266402832744)	(55, 38.226745296118864)	(60, 38.179268381587164)	(65, 38.15574967020759)	(70, 38.09022009303617)	(75, 38.02879755953621)	(80, 37.89866651044922)	(85, 37.84785192321044)	(90, 37.799672464069985)	(95, 37.70325392279386)	(100, 37.56649682357842)	(105, 37.22195367284593)	(110, 37.04172542178713)	(115, 36.88705885926542)	(120, 36.73046804485176)	(125, 36.777978198986325)	(130, 36.621513399986114)	(135, 36.523935985558566)	(140, 36.328792439075194)	(145, 36.28509182114838)	(150, 35.470686228563494)
IDDLNTM120_R1	(1, 38.77636078069918)	(2, 37.78918045970348)	(3, 38.275205650958846)	(4, 38.22461184138697)	(5, 38.52693672698493)	(6, 38.72780324841062)	(7, 38.944216027850636)	(8, 38.74550134082551)	(9, 38.78102858194447)	(10, 38.952313069931776)	(15, 39.086719024438956)	(20, 39.10498756485741)	(25, 39.01728712892849)	(30, 38.86689670184488)	(35, 38.873119521275704)	(40, 38.760682563912255)	(45, 38.78714298564865)	(50, 38.73074408875807)	(55, 38.64173654291755)	(60, 38.52349041744076)	(65, 38.548746887045276)	(70, 38.48884133193606)	(75, 38.25057275816495)	(80, 38.02030830992027)	(85, 37.719193850791825)	(90, 37.25624986940967)	(95, 36.865797398552274)	(100, 36.435343997744575)	(105, 36.010652247335784)	(110, 35.63227300359139)	(115, 35.238469376333924)	(120, 34.93116564661515)	(125, 34.76758660137788)	(130, 34.56121665752902)	(135, 34.46984460510612)	(140, 34.35514861400617)	(145, 34.279195530195764)	(150, 33.76408376890421)
IDDLNTM120_R2	(1, 38.89881404848867)	(2, 38.13689123691534)	(3, 38.39781567619601)	(4, 38.077765231296205)	(5, 38.358582759643255)	(6, 38.77817594954254)	(7, 38.62291348528996)	(8, 38.623910533286285)	(9, 38.45752986558)	(10, 38.62743767395491)	(15, 38.628302959370686)	(20, 38.56765532745287)	(25, 38.60412071971484)	(30, 38.500562001935826)	(35, 38.470437772149026)	(40, 38.42246085061221)	(45, 38.34172009221419)	(50, 38.29878726827389)	(55, 38.221006498567355)	(60, 38.16347463182846)	(65, 38.12416394474722)	(70, 38.03958461042096)	(75, 37.88010276147177)	(80, 37.617940507311445)	(85, 37.4373356020982)	(90, 37.12517015491226)	(95, 36.827105815102925)	(100, 36.39678146942548)	(105, 35.92474379034996)	(110, 35.5547678052378)	(115, 35.21908183494107)	(120, 34.92771839534915)	(125, 34.807758022219346)	(130, 34.569768119635555)	(135, 34.34983738131485)	(140, 34.110619316500255)	(145, 33.948449950378134)	(150, 32.977885820739516)
IDDLNTM121_R1	(1, 38.68591106607264)	(2, 37.774435128184045)	(3, 38.29008633180851)	(4, 38.26748489081689)	(5, 38.57360010656497)	(6, 38.831392735243604)	(7, 38.96740388988392)	(8, 38.791301608537175)	(9, 38.83166755514593)	(10, 39.007824275004864)	(15, 39.13103701950197)	(20, 39.149245650896226)	(25, 39.072081792288174)	(30, 38.92939282930242)	(35, 38.94571056314697)	(40, 38.834203517537105)	(45, 38.88037830562233)	(50, 38.82636515998276)	(55, 38.74143666701785)	(60, 38.65638631796243)	(65, 38.69896632510354)	(70, 38.65253258625758)	(75, 38.49840932874319)	(80, 38.34231472448779)	(85, 38.17704896497202)	(90, 37.8109635275105)	(95, 37.51791140027046)	(100, 37.18292669533797)	(105, 36.83303808147333)	(110, 36.53234590840195)	(115, 36.21409962720654)	(120, 35.95880339315877)	(125, 35.86798366529352)	(130, 35.67136536885639)	(135, 35.61192087814155)	(140, 35.45236643319236)	(145, 35.369855514618656)	(150, 34.80659720151367)
IDDLNTM121_R2	(1, 38.89390716919999)	(2, 37.96235781814016)	(3, 38.17010222196883)	(4, 37.79694119668566)	(5, 38.162688127491215)	(6, 38.659176291712654)	(7, 38.47065299153024)	(8, 38.472343948405324)	(9, 38.29130699458689)	(10, 38.48292383153593)	(15, 38.490118543013125)	(20, 38.42865751528653)	(25, 38.47057301526039)	(30, 38.36823959461175)	(35, 38.34362261499807)	(40, 38.2927758885734)	(45, 38.21559017048555)	(50, 38.16998131172117)	(55, 38.091730101633445)	(60, 38.03710404981019)	(65, 37.9960197880839)	(70, 37.922394012394214)	(75, 37.840660471570985)	(80, 37.69861589031795)	(85, 37.63272858066555)	(90, 37.574033512789505)	(95, 37.47025211179127)	(100, 37.31786358265839)	(105, 37.02618355815055)	(110, 36.861564860255655)	(115, 36.70566383850889)	(120, 36.54997326680204)	(125, 36.56105854530942)	(130, 36.387819855816765)	(135, 36.2508541355272)	(140, 36.04186983678168)	(145, 35.94899227009909)	(150, 35.05489593232389)
IDDLNTM124_R1	(1, 38.60412146023947)	(2, 37.73509232196728)	(3, 38.242748309355065)	(4, 38.31164536623996)	(5, 38.560694065771955)	(6, 38.84662962161764)	(7, 38.951322068614346)	(8, 38.786872800033294)	(9, 38.806071931942824)	(10, 39.01001702954106)	(15, 39.13298753295284)	(20, 39.14824709447949)	(25, 39.06895315494405)	(30, 38.92282355572116)	(35, 38.93276250540413)	(40, 38.824850169580685)	(45, 38.85766702593567)	(50, 38.80547823277773)	(55, 38.703993984864965)	(60, 38.60475963125215)	(65, 38.657403180817134)	(70, 38.568777649974166)	(75, 38.34810319628698)	(80, 38.14907484262525)	(85, 37.88136880534958)	(90, 37.42855022729879)	(95, 37.126548962392384)	(100, 36.76839963926979)	(105, 36.43497475746166)	(110, 36.15586150068979)	(115, 35.86756703098639)	(120, 35.67670097669706)	(125, 35.64145284443526)	(130, 35.49997995590299)	(135, 35.46885887462719)	(140, 35.35859588400344)	(145, 35.30212006827064)	(150, 34.802978279631986)
IDDLNTM124_R2	(1, 38.962986398920734)	(2, 38.15835884905588)	(3, 38.34207522794204)	(4, 38.093507142019895)	(5, 38.25742846623904)	(6, 38.65008184408234)	(7, 38.52425002199768)	(8, 38.502445475132454)	(9, 38.387228447751454)	(10, 38.535960730087965)	(15, 38.53933398325762)	(20, 38.47631883646399)	(25, 38.514022513555176)	(30, 38.41484972168565)	(35, 38.380849088279476)	(40, 38.34039679688341)	(45, 38.267395369654764)	(50, 38.22798263946133)	(55, 38.15545191497364)	(60, 38.10266783437032)	(65, 38.07032358669262)	(70, 37.99736968080967)	(75, 37.92568303198891)	(80, 37.78585801600288)	(85, 37.72567896599143)	(90, 37.65993337481922)	(95, 37.579994720556385)	(100, 37.41878490841499)	(105, 37.07469211981097)	(110, 36.966068488551194)	(115, 36.79037629218512)	(120, 36.67330904535144)	(125, 36.693314833044745)	(130, 36.55331123082509)	(135, 36.43299487080769)	(140, 36.24972899173745)	(145, 36.18162505848842)	(150, 35.3933339559392)
IDDLNTM126_R1	(1, 38.62781650340228)	(2, 37.8063001194386)	(3, 38.26433767321266)	(4, 38.26314328718283)	(5, 38.53837157859404)	(6, 38.69717747722423)	(7, 38.87221255564214)	(8, 38.71393387110357)	(9, 38.694830811126884)	(10, 38.919755524480166)	(15, 39.056769037528866)	(20, 39.088376026406955)	(25, 39.01277127211007)	(30, 38.8724285414376)	(35, 38.88963778197651)	(40, 38.80352515860901)	(45, 38.83129967465731)	(50, 38.78321857975996)	(55, 38.71175622189723)	(60, 38.61438031291253)	(65, 38.66396180336871)	(70, 38.58715922340001)	(75, 38.33233595576384)	(80, 38.041607925884016)	(85, 37.680083523996245)	(90, 37.171468288279954)	(95, 36.73257412131973)	(100, 36.29310505971337)	(105, 35.84936799543595)	(110, 35.4790980072612)	(115, 35.08145297594267)	(120, 34.804125909874266)	(125, 34.662617377783)	(130, 34.509011980628884)	(135, 34.45588587979519)	(140, 34.38163966547702)	(145, 34.32706701727294)	(150, 33.82664975311673)
IDDLNTM126_R2	(1, 39.12913602123564)	(2, 38.440611022747895)	(3, 38.622014776227566)	(4, 38.383566339426245)	(5, 38.56365650548979)	(6, 38.90904637704881)	(7, 38.79856507624737)	(8, 38.783753266177285)	(9, 38.657001272667536)	(10, 38.79173631941701)	(15, 38.79871642049505)	(20, 38.753269261105594)	(25, 38.79747364226063)	(30, 38.70961273189414)	(35, 38.68985768184735)	(40, 38.66747747331016)	(45, 38.609527926927775)	(50, 38.58467793683157)	(55, 38.52592244674783)	(60, 38.48904568912041)	(65, 38.470118406710384)	(70, 38.411930813380444)	(75, 38.34438691939733)	(80, 38.21217277440336)	(85, 38.14988204400132)	(90, 38.06514871707284)	(95, 37.96311185597152)	(100, 37.78357226984347)	(105, 37.43258337277061)	(110, 37.32954178038242)	(115, 37.15278130637603)	(120, 37.02954023847394)	(125, 37.04906044399848)	(130, 36.91123043110575)	(135, 36.78999858856069)	(140, 36.61203898419069)	(145, 36.549233256356516)	(150, 35.71622063998691)
IDDLNTM127_R1	(1, 38.698469300273594)	(2, 37.62524590062772)	(3, 38.23942335283495)	(4, 38.26979403632299)	(5, 38.613350988076434)	(6, 38.83626004484505)	(7, 39.036967850765706)	(8, 38.86807472646241)	(9, 38.83859309798867)	(10, 39.06090392696085)	(15, 39.196820559430265)	(20, 39.22322668346336)	(25, 39.155936635105284)	(30, 39.01834750370366)	(35, 39.047383679030425)	(40, 38.95788453392491)	(45, 39.000816149858444)	(50, 38.960314999640765)	(55, 38.88828946608654)	(60, 38.78782360478529)	(65, 38.841189826248595)	(70, 38.79098744171224)	(75, 38.59872032497891)	(80, 38.449979084947735)	(85, 38.223479515370244)	(90, 37.78702261778877)	(95, 37.45167106639438)	(100, 37.08021365530319)	(105, 36.70690214356144)	(110, 36.407002068584625)	(115, 36.104985980964436)	(120, 35.864801223255064)	(125, 35.80903115924046)	(130, 35.634475234947224)	(135, 35.61794348395844)	(140, 35.490600480186686)	(145, 35.45416782555304)	(150, 34.96737516314402)
IDDLNTM127_R2	(1, 39.007268917323174)	(2, 38.268964486726105)	(3, 38.46623860967135)	(4, 38.20995450700643)	(5, 38.41420266487298)	(6, 38.79828060198325)	(7, 38.6639658553507)	(8, 38.65341003508175)	(9, 38.53733568240151)	(10, 38.6649801802882)	(15, 38.67008036757598)	(20, 38.622750023030804)	(25, 38.664069174386576)	(30, 38.57305391940145)	(35, 38.5497267378998)	(40, 38.515933126489564)	(45, 38.450492065723964)	(50, 38.42245002757085)	(55, 38.351857296311856)	(60, 38.30936505074931)	(65, 38.28005735440678)	(70, 38.21607924534789)	(75, 38.14336785676032)	(80, 38.015014671391256)	(85, 37.94813719392728)	(90, 37.89579455379973)	(95, 37.79623423271731)	(100, 37.65450008617266)	(105, 37.31184867463804)	(110, 37.20281835288124)	(115, 37.02628649610504)	(120, 36.89488636889568)	(125, 36.91707721731511)	(130, 36.76434752750583)	(135, 36.65207499798343)	(140, 36.45176036859859)	(145, 36.3916627180047)	(150, 35.56107217301883)
IDDLNTM128_R1	(1, 38.76220204541704)	(2, 37.7581557527522)	(3, 38.33603548287414)	(4, 38.26872785506688)	(5, 38.60057572913094)	(6, 38.9053418844508)	(7, 39.0163725487127)	(8, 38.868863089251434)	(9, 38.844907766619066)	(10, 39.08375673767206)	(15, 39.209289837177856)	(20, 39.24092372461061)	(25, 39.181357448903704)	(30, 39.0584678557198)	(35, 39.09817259441685)	(40, 39.009113102555716)	(45, 39.06548330792475)	(50, 39.01599788204663)	(55, 38.942349631348215)	(60, 38.85251880376777)	(65, 38.90749525629427)	(70, 38.85352876700322)	(75, 38.71507284265923)	(80, 38.578760272811714)	(85, 38.43873287715647)	(90, 38.08550861067)	(95, 37.80398216375589)	(100, 37.4825642261756)	(105, 37.148405833136934)	(110, 36.88043679210561)	(115, 36.595350967143546)	(120, 36.36599325349567)	(125, 36.28959363111388)	(130, 36.10020906739841)	(135, 36.04444678977569)	(140, 35.89252567280572)	(145, 35.815368130794354)	(150, 35.303711650666486)
IDDLNTM128_R2	(1, 38.839186251549)	(2, 37.92340038844052)	(3, 38.14474172014842)	(4, 37.75491576708058)	(5, 38.15145244823513)	(6, 38.6160355365385)	(7, 38.468854771275794)	(8, 38.477071679037046)	(9, 38.28523858950388)	(10, 38.48983449464497)	(15, 38.511483770332646)	(20, 38.47459131236637)	(25, 38.525854727897105)	(30, 38.441914458117424)	(35, 38.423136493955376)	(40, 38.384295304234435)	(45, 38.31888497983785)	(50, 38.281697457337955)	(55, 38.21154105703583)	(60, 38.153703668093094)	(65, 38.112328805104916)	(70, 38.04536570248211)	(75, 37.96916776864937)	(80, 37.84065602890005)	(85, 37.78836440425183)	(90, 37.761005866856046)	(95, 37.68807671856755)	(100, 37.583759465610314)	(105, 37.30586538027235)	(110, 37.16434271669556)	(115, 37.01796378639617)	(120, 36.87531640729638)	(125, 36.905277666101256)	(130, 36.73659037234568)	(135, 36.60765602576963)	(140, 36.402607014557795)	(145, 36.32225948416924)	(150, 35.48514771785605)
IDDLNTM129_R1	(1, 38.75740957153865)	(2, 37.65471577765648)	(3, 38.212463279306036)	(4, 38.197312596749896)	(5, 38.58636206553369)	(6, 38.8551805434968)	(7, 38.97919055521567)	(8, 38.82133013883139)	(9, 38.86342771523506)	(10, 39.04165690772375)	(15, 39.172698405720475)	(20, 39.203733920131754)	(25, 39.13814698535161)	(30, 39.01004493387732)	(35, 39.05011232451711)	(40, 38.96131249743051)	(45, 39.01687387375286)	(50, 38.979218885661005)	(55, 38.9057569011703)	(60, 38.831676287213725)	(65, 38.88686944915601)	(70, 38.84819350671078)	(75, 38.723992508713856)	(80, 38.58468975516552)	(85, 38.40184953847019)	(90, 38.08006362952896)	(95, 37.766047589449514)	(100, 37.463628959088155)	(105, 37.1088909159811)	(110, 36.843428293241274)	(115, 36.51934248944019)	(120, 36.29107057740785)	(125, 36.16739971693978)	(130, 35.980311235993014)	(135, 35.896484948840346)	(140, 35.75113804131605)	(145, 35.66387847867137)	(150, 35.152992952801725)
