Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
IDDLNTM141_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 2.0292286029511882e-05)	(7, 2.0292286029511882e-05)	(8, 2.0292286029511882e-05)	(9, 2.0292286029511882e-05)	(10, 0.00012581217338297366)	(15, 0.0003490273197076044)	(20, 0.0017410781413321197)	(25, 0.061940173876482076)	(30, 0.5500792312308022)	(35, 1.5359109542021367)	(40, 2.5251842488840763)	(45, 4.076249482293052)	(50, 5.247142795396329)	(55, 6.8889632488436945)	(60, 8.186853804834069)	(65, 9.962209675727241)	(70, 11.352032404345714)	(75, 13.203800907511615)	(80, 14.640226900225466)	(85, 16.557320330577575)	(90, 18.094948012177806)	(95, 20.053482349059383)	(100, 21.632680807819675)	(105, 23.58635717142578)	(110, 25.217503882421624)	(115, 27.105786325069026)	(120, 28.778666151513164)	(125, 30.642630318582803)	(130, 32.36514101819792)	(135, 34.1642956821465)	(140, 35.29431221427193)
IDDLNTM141_R2 - polyg	(1, 0.18952995151564098)	(2, 0.19375074700977946)	(3, 0.19565822189655357)	(4, 0.19746423535318014)	(5, 0.20136035427084642)	(6, 0.2034098751598271)	(7, 0.20541881147674879)	(8, 0.20708277893116878)	(9, 0.2088685001017658)	(10, 0.21363718731870113)	(15, 0.218381523792401)	(20, 0.2220544275637426)	(25, 0.22523219955596416)	(30, 0.22798789199877195)	(35, 0.23086939661496259)	(40, 0.23406340243600776)	(45, 0.23650253521675507)	(50, 0.2389294926258847)	(55, 0.2412631055192786)	(60, 0.24377934898693807)	(65, 0.24599526662136073)	(70, 0.24784186465004635)	(75, 0.25008619148491035)	(80, 0.2522655830044799)	(85, 0.25421364246331307)	(90, 0.25646202775538296)	(95, 0.2592623632274556)	(100, 0.27800431860431274)	(105, 0.6155380875048018)	(110, 1.4839627019665862)	(115, 2.454347936812256)	(120, 3.9276977731854075)	(125, 5.21842921066457)	(130, 6.8163209233152475)	(135, 8.257138166725886)	(140, 9.18674402356665)
IDDLNTM143_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 1.8013659037101474e-05)	(7, 1.8013659037101474e-05)	(8, 1.8013659037101474e-05)	(9, 1.8013659037101474e-05)	(10, 7.926009976324648e-05)	(15, 0.0002485884947120003)	(20, 0.0013726408186271323)	(25, 0.05681868333482547)	(30, 0.4827840758533566)	(35, 1.3478612292556953)	(40, 2.201863585082024)	(45, 3.558414603457218)	(50, 4.571167733645714)	(55, 5.990723325869074)	(60, 7.127176252665346)	(65, 8.670734270968303)	(70, 9.888241457967919)	(75, 11.535450070370358)	(80, 12.843540743203942)	(85, 14.594832277522755)	(90, 15.971083033420921)	(95, 17.732354134846286)	(100, 19.1551882130144)	(105, 20.92872301351223)	(110, 22.42102856912282)	(115, 24.186424798467687)	(120, 25.75421118817555)	(125, 27.506626774818272)	(130, 29.16142274040714)	(135, 30.92227232221104)	(140, 32.05141530617006)
IDDLNTM143_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0007205463614840589)	(4, 0.0011528741783744943)	(5, 0.0019995161531182635)	(6, 0.002359789333860293)	(7, 0.0030623220363072503)	(8, 0.0034586225351234826)	(9, 0.0039089640110510195)	(10, 0.008909555759750387)	(15, 0.01319680661058054)	(20, 0.01654734719148141)	(25, 0.01984384679527098)	(30, 0.023554660556913885)	(35, 0.02776265130798079)	(40, 0.04974652079685942)	(45, 0.08251336658534701)	(50, 0.08725095891210469)	(55, 0.09179760645306909)	(60, 0.0966973217111607)	(65, 0.10196091288180176)	(70, 0.10872324048432964)	(75, 0.29425672310286)	(80, 0.9145570720454493)	(85, 1.7830676288602596)	(90, 2.910513726137981)	(95, 4.135057048357487)	(100, 5.412949623181273)	(105, 6.746882691269482)	(110, 8.157860179059375)	(115, 9.600267899137199)	(120, 11.095178229844562)	(125, 12.667540088947847)	(130, 14.201698579965244)	(135, 15.90748761155634)	(140, 16.705939445644056)
IDDLNTM143_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 1.8013659037101474e-05)	(7, 1.8013659037101474e-05)	(8, 1.8013659037101474e-05)	(9, 1.8013659037101474e-05)	(10, 0.00011889014964486973)	(15, 0.0002738076173639424)	(20, 0.0014987364318868426)	(25, 0.05872092572914338)	(30, 0.5020046500459439)	(35, 1.4033685182126199)	(40, 2.29109604648821)	(45, 3.6965613546127485)	(50, 4.742636151288076)	(55, 6.202985475766854)	(60, 7.362463461544351)	(65, 8.939883556105253)	(70, 10.183467315926974)	(75, 11.855614037900379)	(80, 13.16531152912007)	(85, 14.918404429342592)	(90, 16.306198337951734)	(95, 18.0981539061809)	(100, 19.54227292386725)	(105, 21.340345930705418)	(110, 22.837551201574104)	(115, 24.608250652139493)	(120, 26.169101783118066)	(125, 27.91916838862236)	(130, 29.562169010273728)	(135, 31.309519155995226)	(140, 32.410283421507195)
IDDLNTM143_R2 - polyg	(1, 0.1966551157080368)	(2, 0.19971743774434403)	(3, 0.2015548309661284)	(4, 0.20346427882406112)	(5, 0.2076254340616316)	(6, 0.20971501850993535)	(7, 0.21130022050520028)	(8, 0.2127413132281684)	(9, 0.2143085015643962)	(10, 0.21953606541696305)	(15, 0.22502662869147158)	(20, 0.22963091994135473)	(25, 0.23364796590662834)	(30, 0.23673910979739493)	(35, 0.23999597935130296)	(40, 0.24308712324206955)	(45, 0.24572072019329377)	(50, 0.24864974115272648)	(55, 0.25130495449479523)	(60, 0.25384848315083397)	(65, 0.2572530647088461)	(70, 0.260355016795035)	(75, 0.2628048744240808)	(80, 0.2650709927309482)	(85, 0.26749923396914943)	(90, 0.2696716812490239)	(95, 0.2723629219091669)	(100, 0.2897749247344291)	(105, 0.5974986593334262)	(110, 1.3868283764847533)	(115, 2.2624831504736784)	(120, 3.5894089051964544)	(125, 4.751488063338908)	(130, 6.167102266964948)	(135, 7.4474951376630845)	(140, 8.273241267923815)
IDDLNTM144_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0002105545539050851)	(15, 0.0003743192069423736)	(20, 0.0016181507383446355)	(25, 0.0713740946154182)	(30, 0.6245788908921898)	(35, 1.7629069941543818)	(40, 2.8520277183372746)	(45, 4.598718112682559)	(50, 5.867562745257063)	(55, 7.6353592840521305)	(60, 8.988995015315895)	(65, 10.814366527128785)	(70, 12.176876742923806)	(75, 13.949531633092311)	(80, 15.292756611412992)	(85, 17.147847508593745)	(90, 18.660334953303682)	(95, 20.702456781728234)	(100, 22.388862287963768)	(105, 24.509146645787972)	(110, 26.269456800444193)	(115, 28.316932173359703)	(120, 30.135012258954028)	(125, 32.13398989962006)	(130, 34.00619810220162)	(135, 35.984662270495534)	(140, 37.26591402511682)
IDDLNTM144_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0002534452963672321)	(4, 0.00046789900867796696)	(5, 0.0011112601456101715)	(6, 0.0013842012340056521)	(7, 0.0019300834107966137)	(8, 0.002222520291220343)	(9, 0.0026514277158418125)	(10, 0.007681342059129957)	(15, 0.01248900437329607)	(20, 0.015939759562296076)	(25, 0.01954258192911642)	(30, 0.022544933901466703)	(35, 0.025746142952505137)	(40, 0.045733228939865624)	(45, 0.07632212663218771)	(50, 0.08070867983854366)	(55, 0.08468972057071203)	(60, 0.08967674417153801)	(65, 0.09529153227567363)	(70, 0.10134302612124199)	(75, 0.3070665227617271)	(80, 1.0302629280496098)	(85, 2.0598941924375045)	(90, 3.400007642350475)	(95, 4.887766624451778)	(100, 6.420463407178195)	(105, 8.02102894111335)	(110, 9.64330888820957)	(115, 11.292118709097828)	(120, 12.895054931343617)	(125, 14.520649163084638)	(130, 16.055221441004175)	(135, 17.812794386459625)	(140, 18.65704406360931)
IDDLNTM144_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 1.9495792028248622e-05)	(10, 0.0002105545539050851)	(15, 0.0003626217317254244)	(20, 0.0015830583126937882)	(25, 0.07308582515549844)	(30, 0.6441058761876837)	(35, 1.820232421034244)	(40, 2.942839117604856)	(45, 4.733504220449058)	(50, 6.029970491169186)	(55, 7.83174819546949)	(60, 9.196239183734582)	(65, 11.0384004716422)	(70, 12.40921199568285)	(75, 14.179964096549401)	(80, 15.506469483626654)	(85, 17.3371243550792)	(90, 18.83931022328141)	(95, 20.88381443749181)	(100, 22.569432313729404)	(105, 24.679816708361667)	(110, 26.413027712098618)	(115, 28.425777180253412)	(120, 30.1970400708711)	(125, 32.15930713514795)	(130, 33.98290452988626)	(135, 35.9047841113974)	(140, 37.13262129501968)
IDDLNTM144_R2 - polyg	(1, 0.23240933676875183)	(2, 0.2370883268555315)	(3, 0.23907689764241286)	(4, 0.24102647684523773)	(5, 0.24572496272404565)	(6, 0.24802546618337898)	(7, 0.2501115159304016)	(8, 0.2513397508281812)	(9, 0.2533673131991191)	(10, 0.258677966947614)	(15, 0.2644292255959474)	(20, 0.26892105607925587)	(25, 0.2727344329999813)	(30, 0.27607991091202877)	(35, 0.2794643804081327)	(40, 0.2826616903007655)	(45, 0.2853950003431259)	(50, 0.28823358766243895)	(55, 0.29082652800219605)	(60, 0.2934233675003587)	(65, 0.2963282405125678)	(70, 0.29883539936740056)	(75, 0.30127627252933725)	(80, 0.30349099450374634)	(85, 0.30595526261611694)	(90, 0.30822847196661074)	(95, 0.31125031973098927)	(100, 0.3316078257668865)	(105, 0.7252122701836037)	(110, 1.761281045099226)	(115, 2.882975338602916)	(120, 4.583519193217336)	(125, 6.044506553705448)	(130, 7.808329850085158)	(135, 9.348731369821138)	(140, 10.321696165099725)
IDDLNTM145_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 2.106141529762202e-05)	(9, 2.106141529762202e-05)	(10, 0.00013058077484525652)	(15, 0.00033698264476195226)	(20, 0.002055594133047909)	(25, 0.07918249695293975)	(30, 0.6915684204296569)	(35, 1.9219004810216638)	(40, 3.10140292193439)	(45, 4.964647361352176)	(50, 6.31706402185838)	(55, 8.202877873909099)	(60, 9.660824861905564)	(65, 11.628854054712082)	(70, 13.100444627538348)	(75, 15.02873092967825)	(80, 16.493156409020266)	(85, 18.48123185690706)	(90, 20.05874871183119)	(95, 22.13688698381367)	(100, 23.850856536168028)	(105, 26.00145028905739)	(110, 27.77992253190225)	(115, 29.864379228474018)	(120, 31.688963333971493)	(125, 33.70048856165066)	(130, 35.54777266055591)	(135, 37.485212253784155)	(140, 38.7354389272663)
IDDLNTM145_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00029485981416670824)	(4, 0.00046335113654768443)	(5, 0.0008003337813096367)	(6, 0.0010530707648811009)	(7, 0.0015164219014287854)	(8, 0.0017480974697026276)	(9, 0.0020640186991669578)	(10, 0.007118758370596242)	(15, 0.011288918599525402)	(20, 0.014254365873430583)	(25, 0.016360507403192785)	(30, 0.018744659614883596)	(35, 0.020985594202550577)	(40, 0.03452808423892154)	(45, 0.05465016041426962)	(50, 0.05801156229577009)	(55, 0.06222805763835402)	(60, 0.06977646888102175)	(65, 0.07864332472132061)	(70, 0.08521027401111916)	(75, 0.24202514775109366)	(80, 0.8223134743142351)	(85, 1.681197990151261)	(90, 2.872713862349751)	(95, 4.269970276024591)	(100, 5.794425001247889)	(105, 7.428049466524881)	(110, 9.104289599515083)	(115, 10.796982910135785)	(120, 12.479811053831082)	(125, 14.17724318289375)	(130, 15.80389210742417)	(135, 17.57006027145216)	(140, 18.4435024375429)
IDDLNTM145_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 2.106141529762202e-05)	(9, 4.212283059524404e-05)	(10, 0.00015164219014287853)	(15, 0.0003622563431190987)	(20, 0.0020471695669288604)	(25, 0.08083792419533284)	(30, 0.7123434004792315)	(35, 1.9809440526670177)	(40, 3.1922450183960933)	(45, 5.09756174101241)	(50, 6.477059169308295)	(55, 8.395374997446302)	(60, 9.864341317926486)	(65, 11.846089916657874)	(70, 13.325629067617465)	(75, 15.247529548639127)	(80, 16.689276095988664)	(85, 18.647275842830453)	(90, 20.2081289059711)	(95, 22.284485382219405)	(100, 23.98754933373266)	(105, 26.119377365591838)	(110, 27.86400812633648)	(115, 29.907264482303038)	(120, 31.679283507500706)	(125, 33.646781952641724)	(130, 35.44046474961452)	(135, 37.31320788733154)	(140, 38.502373305582815)
IDDLNTM145_R2 - polyg	(1, 0.21246755752241092)	(2, 0.21689045473491156)	(3, 0.2194178245706262)	(4, 0.22175564166866224)	(5, 0.22504122245509128)	(6, 0.2272737324766392)	(7, 0.22885333862396084)	(8, 0.23018020778771103)	(9, 0.23201255091860415)	(10, 0.23658709032124764)	(15, 0.24120375255448642)	(20, 0.24430820516935586)	(25, 0.24701249089357055)	(30, 0.24934609570854707)	(35, 0.2513090196142854)	(40, 0.2534025242948691)	(45, 0.2557656150912623)	(50, 0.25777066182759595)	(55, 0.25959458039236993)	(60, 0.26153223059975117)	(65, 0.26318765784214426)	(70, 0.2648809956320731)	(75, 0.2668102212733353)	(80, 0.2688616031233237)	(85, 0.27062654972526434)	(90, 0.27255998764958606)	(95, 0.27526848565686024)	(100, 0.2982296406143278)	(105, 0.73547304675908)	(110, 1.8609824434148219)	(115, 3.0719211528007784)	(120, 4.889542354400857)	(125, 6.439051739262206)	(130, 8.311116699406636)	(135, 9.955158140689834)	(140, 11.01118171599566)
IDDLNTM146_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00012886025041412464)	(15, 0.00030067391763295747)	(20, 0.0017353180389102114)	(25, 0.07019017840057369)	(30, 0.6364107094035982)	(35, 1.8099410099250313)	(40, 2.9253037934095283)	(45, 4.733475122562206)	(50, 6.055697266036498)	(55, 7.937293165875142)	(60, 9.398164643453352)	(65, 11.439280942621322)	(70, 13.006084136723302)	(75, 15.146208061626126)	(80, 16.78202451050823)	(85, 19.00620397675619)	(90, 20.73141507669225)	(95, 22.986645567948333)	(100, 24.804339669606613)	(105, 27.08108552734017)	(110, 28.97792559480281)	(115, 31.20892176829767)	(120, 33.167812341676395)	(125, 35.36408497302633)	(130, 37.404157504165944)	(135, 39.557081547276574)	(140, 40.95094998998112)
IDDLNTM146_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.00019329037562118695)	(4, 0.0003865807512423739)	(5, 0.0008590683360941642)	(6, 0.0010738354201177051)	(7, 0.0014818928797624333)	(8, 0.001846996922602453)	(9, 0.0021906242570401187)	(10, 0.00596622959417397)	(15, 0.00932518678830215)	(20, 0.011850847696418995)	(25, 0.014397985312938195)	(30, 0.01726297821381223)	(35, 0.020420054348958282)	(40, 0.035750128806558645)	(45, 0.05851114437137352)	(50, 0.06249722145085044)	(55, 0.0677761963761491)	(60, 0.07637117507877118)	(65, 0.08475138669736978)	(70, 0.09171413556141297)	(75, 0.2435544639660565)	(80, 0.8182153413712061)	(85, 1.6650032956009047)	(90, 2.8368670035503145)	(95, 4.223600883723597)	(100, 5.747270256670289)	(105, 7.398472619451842)	(110, 9.10930721078337)	(115, 10.882531640023736)	(120, 12.658449248497757)	(125, 14.510235477073937)	(130, 16.291951796816594)	(135, 18.244588352708547)	(140, 19.192746370597355)
IDDLNTM146_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 8.590683360941641e-05)	(15, 0.0002448344757868368)	(20, 0.0016064577884960872)	(25, 0.07198992656469097)	(30, 0.6577542622138577)	(35, 1.8693498807076232)	(40, 3.015415766524126)	(45, 4.867665892001795)	(50, 6.216016598918389)	(55, 8.13167455828317)	(60, 9.605694076745298)	(65, 11.668037954498157)	(70, 13.24864208141949)	(75, 15.392575974392892)	(80, 17.008762711795246)	(85, 19.203321501814674)	(90, 20.913378636302035)	(95, 23.176787458117733)	(100, 24.99699433465909)	(105, 27.266330727993836)	(110, 29.133855088487262)	(115, 31.32810461390569)	(120, 33.241653560505355)	(125, 35.39415236478962)	(130, 37.381576892951706)	(135, 39.479335862860054)	(140, 40.81614069133954)
IDDLNTM146_R2 - polyg	(1, 0.17204991101125874)	(2, 0.17499222006238124)	(3, 0.17662444990096016)	(4, 0.17817077290592964)	(5, 0.18124194220746628)	(6, 0.1825520214200099)	(7, 0.18431311150900292)	(8, 0.18538694692912064)	(9, 0.186804409683676)	(10, 0.19065303582937787)	(15, 0.19487106135960022)	(20, 0.19855216917976368)	(25, 0.20213877948295686)	(30, 0.20478470995812686)	(35, 0.20716432924910771)	(40, 0.20943656499807678)	(45, 0.21165725664688018)	(50, 0.21412707811315088)	(55, 0.21641649522884182)	(60, 0.21842671513530218)	(65, 0.22013196578244912)	(70, 0.2217083561791819)	(75, 0.2233577673844827)	(80, 0.22520046896540472)	(85, 0.2265964550115577)	(90, 0.22843056590911875)	(95, 0.23105072433420598)	(100, 0.2522138727938857)	(105, 0.6497992894216258)	(110, 1.7169984066430035)	(115, 2.858227737727296)	(120, 4.609515857005498)	(125, 6.122356673575723)	(130, 7.976741583868586)	(135, 9.618365334702688)	(140, 10.688313470599567)
IDDLNTM147_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 1.9667690763324714e-05)	(10, 0.0001652086024119276)	(15, 0.0003146830522131954)	(20, 0.0017386238634779048)	(25, 0.06257079139444124)	(30, 0.5590737776382684)	(35, 1.5939089948413614)	(40, 2.576416353999553)	(45, 4.154705268836682)	(50, 5.306492442394808)	(55, 6.958267717000024)	(60, 8.25257877844366)	(65, 10.066372556018992)	(70, 11.467459510616717)	(75, 13.385613988920403)	(80, 14.89107344486094)	(85, 16.93122267543138)	(90, 18.533258360096145)	(95, 20.595045984044386)	(100, 22.255062021079436)	(105, 24.335313673116293)	(110, 26.08954974952212)	(115, 28.150546732301684)	(120, 29.982481987837104)	(125, 32.00880089826277)	(130, 33.913302065638554)	(135, 35.93205678219665)	(140, 37.22891284282506)
IDDLNTM147_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0001573415261065977)	(4, 0.0002950153614498707)	(5, 0.0005310276506097672)	(6, 0.000885046084349612)	(7, 0.001298067590379431)	(8, 0.0015930829518293018)	(9, 0.0018094275502258735)	(10, 0.006057648755104011)	(15, 0.009460159257159187)	(20, 0.011403327104575669)	(25, 0.012862669759214362)	(30, 0.014912043136752798)	(35, 0.0171895617271458)	(40, 0.03435158868722295)	(45, 0.06102491090044393)	(50, 0.0636407137719661)	(55, 0.0657608908362525)	(60, 0.06792827035837087)	(65, 0.07059520922587773)	(70, 0.07560653683237287)	(75, 0.2771531646986192)	(80, 1.0120993666806897)	(85, 2.027235424815237)	(90, 3.327749675925625)	(95, 4.729312588639824)	(100, 6.195243919684232)	(105, 7.736832923556996)	(110, 9.361824736880717)	(115, 11.047947666635002)	(120, 12.759548123004098)	(125, 14.58376184314584)	(130, 16.339508398202295)	(135, 18.329882636988906)	(140, 19.244127375045753)
IDDLNTM147_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 1.9667690763324714e-05)	(10, 0.0001652086024119276)	(15, 0.0003304172048238552)	(20, 0.0018054940120732087)	(25, 0.06443528847880442)	(30, 0.5789696136144477)	(35, 1.6565309222317872)	(40, 2.676450162759975)	(45, 4.306024548031549)	(50, 5.489468836642325)	(55, 7.180709299533227)	(60, 8.496694156198046)	(65, 10.342263054970607)	(70, 11.766601153588734)	(75, 13.704738005707958)	(80, 15.204399426411467)	(85, 17.237570560299076)	(90, 18.84103411931326)	(95, 20.925238977193544)	(100, 22.60000971583924)	(105, 24.695731973430522)	(110, 26.441994768000903)	(115, 28.49749659798119)	(120, 30.30833235486572)	(125, 32.32768103568487)	(130, 34.207955541578386)	(135, 36.194459178822775)	(140, 37.45469793278803)
IDDLNTM147_R2 - polyg	(1, 0.18524997929975548)	(2, 0.1884558128941774)	(3, 0.19008823122753335)	(4, 0.19154364034401938)	(5, 0.1941004401432516)	(6, 0.19589020000271415)	(7, 0.19693258761317034)	(8, 0.19773896293446666)	(9, 0.1991353689786627)	(10, 0.20276995823172514)	(15, 0.2066090914687261)	(20, 0.20889447713542442)	(25, 0.2108179772920776)	(30, 0.21234025655715896)	(35, 0.2138232004407136)	(40, 0.215203872332299)	(45, 0.21688349312348693)	(50, 0.21848444315162158)	(55, 0.21997918764963426)	(60, 0.2211710497098917)	(65, 0.2225753228303931)	(70, 0.2239048587259939)	(75, 0.22558841305533445)	(80, 0.22709889170595782)	(85, 0.22867230696702373)	(90, 0.23014345023612046)	(95, 0.2321023522361476)	(100, 0.2512390153488625)	(105, 0.6044314060766477)	(110, 1.552374765487372)	(115, 2.5744928538428997)	(120, 4.115621633751803)	(125, 5.435437756577318)	(130, 7.075793969925347)	(135, 8.5338936265078)	(140, 9.488756079529061)
IDDLNTM148_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.00012672073802157824)	(15, 0.000368642146971864)	(20, 0.0017740903323020956)	(25, 0.0657335028319205)	(30, 0.588911589821099)	(35, 1.655134119501112)	(40, 2.726252677695595)	(45, 4.416920444144667)	(50, 5.708279645020652)	(55, 7.523283495603079)	(60, 8.990917003100625)	(65, 11.010523005285984)	(70, 12.620054939199965)	(75, 14.809944813118591)	(80, 16.568724976254263)	(85, 18.954208309309195)	(90, 20.861793179083474)	(95, 23.344114196121076)	(100, 25.380527976194934)	(105, 27.93089802955012)	(110, 30.11300033811397)	(115, 32.6920668785975)	(120, 34.98485399178965)	(125, 37.5427984892584)	(130, 39.94438111607562)	(135, 42.4591368820132)	(140, 44.06661824398465)
IDDLNTM148_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0005472031869113605)	(4, 0.0009504055351618368)	(5, 0.0013824080511444898)	(6, 0.0016704097284662585)	(7, 0.0021024122444489118)	(8, 0.002419214089502857)	(9, 0.0026496154313602723)	(10, 0.006042275190210708)	(15, 0.009319734278132435)	(20, 0.012297671621639524)	(25, 0.01497032718718554)	(30, 0.017591142450813634)	(35, 0.020165877446070242)	(40, 0.03598292956458178)	(45, 0.0580323379803364)	(50, 0.06162083887976564)	(55, 0.06515749947727696)	(60, 0.0688612010476349)	(65, 0.07395307070268378)	(70, 0.08021998720120546)	(75, 0.278440021634686)	(80, 0.9809049127902121)	(85, 1.9905178327758577)	(90, 3.3147322650007114)	(95, 4.775073570028472)	(100, 6.3449476729752465)	(105, 8.001493000695238)	(110, 9.77156282958192)	(115, 11.61882862805793)	(120, 13.526355897496748)	(125, 15.55643940070307)	(130, 17.54968748937994)	(135, 19.790138937769175)	(140, 20.857628674829403)
