Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
IDDLNTM82_R1	(1.0, 38.98684555565634)	(2.0, 18.942822881414678)	(3.0, 12.53306481920956)	(4.0, 8.814276738235268)	(5.0, 6.076680491955369)	(6.0, 4.1718149166629175)	(7.0, 3.035148954994642)	(8.0, 2.1410835900640715)	(9.0, 1.4291832609384845)	('>10', 3.851352119416153)	('>50', 0.003760989142107696)	('>100', 0.013965682310381427)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM82_R2	(1.0, 39.88488963989634)	(2.0, 18.049996342274973)	(3.0, 12.626118429031042)	(4.0, 8.564873063325955)	(5.0, 5.947387904443597)	(6.0, 4.287433942032828)	(7.0, 2.9150562711973005)	(8.0, 2.1186078418583603)	(9.0, 1.5117481164787587)	('>10', 3.922443401131289)	('>50', 0.0017816799260580503)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.16966336840346383)	('>10k+', 0.0)
IDDLNTM83_R1	(1.0, 34.746891665692395)	(2.0, 17.49215688540059)	(3.0, 12.314460604305676)	(4.0, 9.070700408079373)	(5.0, 6.59910940529658)	(6.0, 4.928435576697068)	(7.0, 3.5673324341298414)	(8.0, 2.732591345409807)	(9.0, 2.079094846251971)	('>10', 6.4471332233759036)	('>50', 0.005717113936212991)	('>100', 0.00303369223633371)	('>500', 0.013342799188275509)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM83_R2	(1.0, 37.24561713751139)	(2.0, 16.76358444280134)	(3.0, 11.717426893441418)	(4.0, 8.62326973706535)	(5.0, 6.235789810336236)	(6.0, 4.726097108221687)	(7.0, 3.488674352895329)	(8.0, 2.586018125893593)	(9.0, 2.0744937586281664)	('>10', 6.337803900136908)	('>50', 0.005200484022564828)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.19602424904601443)	('>10k+', 0.0)
IDDLNTM84_R1	(1.0, 39.546970324265814)	(2.0, 19.073314593625522)	(3.0, 12.893328727417805)	(4.0, 8.739027575970269)	(5.0, 6.011866845000844)	(6.0, 4.208863601578101)	(7.0, 2.8609177986773395)	(8.0, 1.9797017053095587)	(9.0, 1.4154987522411433)	('>10', 3.2493112433914804)	('>50', 0.0)	('>100', 0.006333426066883483)	('>500', 0.014865406455218699)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM84_R2	(1.0, 41.70000398010983)	(2.0, 18.11224654016584)	(3.0, 12.091094954971329)	(4.0, 8.47426497798532)	(5.0, 5.7932346683268525)	(6.0, 4.040531964132644)	(7.0, 2.7320321244519072)	(8.0, 1.9993961733043222)	(9.0, 1.4190221663552485)	('>10', 3.4784317964327642)	('>50', 0.002097577949498361)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.157643075814443)	('>10k+', 0.0)
IDDLNTM85_R1	(1.0, 36.13297393992067)	(2.0, 17.8811883154264)	(3.0, 12.608647924128721)	(4.0, 9.133691751530383)	(5.0, 6.5043437292687845)	(6.0, 4.778433452772782)	(7.0, 3.438671100768737)	(8.0, 2.493611827614131)	(9.0, 1.8107310721054128)	('>10', 5.197724553603477)	('>50', 0.003941114221146293)	('>100', 0.003088786799328445)	('>500', 0.012952431840060834)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM85_R2	(1.0, 37.89409334135977)	(2.0, 17.244397340379628)	(3.0, 11.908617164507248)	(4.0, 8.825872340889367)	(5.0, 6.225968707206977)	(6.0, 4.666713006182779)	(7.0, 3.4312446687553684)	(8.0, 2.503027485798522)	(9.0, 1.8168771871154277)	('>10', 5.321584426668336)	('>50', 0.003179158041867976)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.15842517309465054)	('>10k+', 0.0)
IDDLNTM86_R1	(1.0, 37.92057128557877)	(2.0, 18.058977066389097)	(3.0, 12.364136710466498)	(4.0, 8.60748088518389)	(5.0, 6.161268839136683)	(6.0, 4.426640407898768)	(7.0, 3.2130885627886503)	(8.0, 2.3518251966399575)	(9.0, 1.6961794404145742)	('>10', 5.178343360500368)	('>50', 0.005106280775475509)	('>100', 0.0024581532806322603)	('>500', 0.013923810946657152)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM86_R2	(1.0, 40.11681750358909)	(2.0, 16.99263701689864)	(3.0, 11.749501565047554)	(4.0, 8.309338567336253)	(5.0, 5.950322011145039)	(6.0, 4.373571542745702)	(7.0, 3.0501523785416778)	(8.0, 2.341923967694073)	(9.0, 1.6808454713717718)	('>10', 5.213853432386607)	('>50', 0.002351441259244232)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.21868510198432656)
IDDLNTM88_R1	(1.0, 31.746922517879376)	(2.0, 16.68257040047392)	(3.0, 12.143007687747179)	(4.0, 9.23651004033287)	(5.0, 6.700263502681613)	(6.0, 5.250971000345558)	(7.0, 4.03773906341428)	(8.0, 3.117459637710942)	(9.0, 2.292603314240841)	('>10', 8.368247635467656)	('>50', 0.303092241458498)	('>100', 0.10506399692653934)	('>500', 0.015548961320779016)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM88_R2	(1.0, 34.803144505776125)	(2.0, 15.66279939816179)	(3.0, 11.495707969217344)	(4.0, 8.632623029173441)	(5.0, 6.603007439503039)	(6.0, 4.9543661103720416)	(7.0, 3.758647719756537)	(8.0, 2.9793507484349706)	(9.0, 2.133940138564327)	('>10', 8.415646232603216)	('>50', 0.29048526044211226)	('>100', 0.10848870155951669)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.16179274643551694)	('>10k+', 0.0)
IDDLNTM89_R1	(1.0, 37.11456330168486)	(2.0, 18.059117293827256)	(3.0, 12.500435985776464)	(4.0, 8.796010439628708)	(5.0, 6.273878935043184)	(6.0, 4.6435832255137495)	(7.0, 3.3721284802868934)	(8.0, 2.4248567201888496)	(9.0, 1.7598709103581638)	('>10', 5.038234545877174)	('>50', 0.0019095827456229585)	('>100', 0.0029464109936029564)	('>500', 0.012464168075500593)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM89_R2	(1.0, 38.74759782366682)	(2.0, 17.19837546868256)	(3.0, 11.896427489285614)	(4.0, 8.57216302183789)	(5.0, 6.156725891396107)	(6.0, 4.527927371204028)	(7.0, 3.2531937888130953)	(8.0, 2.3619993069591754)	(9.0, 1.6953173692236363)	('>10', 5.401358294498011)	('>50', 0.0018426847028121633)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.18707148973026677)	('>10k+', 0.0)
IDDLNTM90_R1	(1.0, 39.58724234628333)	(2.0, 19.197632410030632)	(3.0, 12.739342275382937)	(4.0, 8.26261683151994)	(5.0, 5.81246795001008)	(6.0, 3.9679634923902687)	(7.0, 2.7299932004921694)	(8.0, 1.8819497550949165)	(9.0, 1.350675363174918)	('>10', 4.257330926438623)	('>50', 0.16169608978385402)	('>100', 0.03324133965799619)	('>500', 0.017848019740296258)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM90_R2	(1.0, 41.1828311011741)	(2.0, 18.323375812435433)	(3.0, 12.05799811996697)	(4.0, 8.087825117970432)	(5.0, 5.723117446808024)	(6.0, 3.899358758899407)	(7.0, 2.6891815391690983)	(8.0, 1.9100992838270652)	(9.0, 1.3755286119783066)	('>10', 4.425998948036777)	('>50', 0.1477518015084704)	('>100', 0.02311123998636667)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.15382221823953282)	('>10k+', 0.0)
IDDLNTM91_R1	(1.0, 36.61046003575829)	(2.0, 17.51751821683657)	(3.0, 12.336197496720832)	(4.0, 8.802376247761662)	(5.0, 6.387467122696605)	(6.0, 4.703247204309065)	(7.0, 3.3937731252909096)	(8.0, 2.468615574216683)	(9.0, 1.889620352667878)	('>10', 5.865867066341232)	('>50', 0.0052299881323086585)	('>100', 0.002985343706064618)	('>500', 0.016642225561875015)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM91_R2	(1.0, 39.08368747219515)	(2.0, 16.726019717924757)	(3.0, 11.645952360219988)	(4.0, 8.285097144551427)	(5.0, 6.193956564200804)	(6.0, 4.38046875246515)	(7.0, 3.34231660278825)	(8.0, 2.411592431234922)	(9.0, 1.8073639659914689)	('>10', 5.913943665300052)	('>50', 0.0034260678474255903)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.206175255280598)	('>10k+', 0.0)
IDDLNTM94_R1	(1.0, 36.514861643109285)	(2.0, 18.105593451978926)	(3.0, 12.376188696922654)	(4.0, 8.704781775930218)	(5.0, 6.069836164188311)	(6.0, 4.353994920693912)	(7.0, 3.177893082305877)	(8.0, 2.327267105092727)	(9.0, 1.7057263064679478)	('>10', 5.587523936644445)	('>50', 0.5398133292407505)	('>100', 0.5135197088369683)	('>500', 0.0)	('>1k', 0.022999878587986126)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM94_R2	(1.0, 38.54222370920662)	(2.0, 17.16491409728647)	(3.0, 11.66112943662258)	(4.0, 8.481824061068739)	(5.0, 6.024582003464777)	(6.0, 4.175576542860646)	(7.0, 3.07652877568179)	(8.0, 2.1809694590044004)	(9.0, 1.6347199860736836)	('>10', 5.8238766549944)	('>50', 0.5475065813348643)	('>100', 0.5183031018555272)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.16784559054547132)	('>10k+', 0.0)
IDDLNTM96_R1	(1.0, 39.357958264123624)	(2.0, 18.978417546340687)	(3.0, 12.707720588309568)	(4.0, 8.474521786635835)	(5.0, 5.90260382922795)	(6.0, 4.191927312346837)	(7.0, 2.8738323179603604)	(8.0, 2.0308076578970953)	(9.0, 1.4399877051522225)	('>10', 4.023465519531106)	('>50', 0.005231876847488532)	('>100', 0.013525595627190702)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM96_R2	(1.0, 41.32277217832598)	(2.0, 18.103927193617807)	(3.0, 11.986177893764479)	(4.0, 8.262760502590204)	(5.0, 5.643976864817762)	(6.0, 4.033206836559815)	(7.0, 2.953264455503285)	(8.0, 1.9724055595726164)	(9.0, 1.4097509565698967)	('>10', 4.109658447603391)	('>50', 0.0034449686068789565)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.19865414246793048)	('>10k+', 0.0)
IDDLNTM97_R1	(1.0, 41.85993625728302)	(2.0, 14.081413332275257)	(3.0, 8.56286880566183)	(4.0, 6.015018338638893)	(5.0, 4.500916824425535)	(6.0, 3.445699136840464)	(7.0, 2.7467341404432637)	(8.0, 2.2954937638606814)	(9.0, 1.7729279070395842)	('>10', 12.96326647230874)	('>50', 1.0416035865376119)	('>100', 0.6815716794234211)	('>500', 0.0)	('>1k', 0.032549755261765026)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM97_R2	(1.0, 43.88976453601601)	(2.0, 13.343996749732684)	(3.0, 8.33391046798964)	(4.0, 5.6032313032763605)	(5.0, 4.284091627484589)	(6.0, 3.336152876919254)	(7.0, 2.69903236121296)	(8.0, 2.0775920752888455)	(9.0, 1.684760467482468)	('>10', 12.744764256154204)	('>50', 1.093995397242505)	('>100', 0.7289881926983707)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.1797196885020977)	('>10k+', 0.0)
IDDLNTM99_R1	(1.0, 36.238234168682055)	(2.0, 18.418996330431607)	(3.0, 12.659490794144807)	(4.0, 9.105545560791697)	(5.0, 6.381833346082331)	(6.0, 4.574898691888133)	(7.0, 3.357226498441563)	(8.0, 2.407879599880243)	(9.0, 1.8110361949915037)	('>10', 5.01399486039069)	('>50', 0.0018810180778436908)	('>100', 0.008269170984512537)	('>500', 0.020713765212969453)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
IDDLNTM99_R2	(1.0, 37.9572289677181)	(2.0, 17.39065888949219)	(3.0, 12.078112496531473)	(4.0, 8.568304550926777)	(5.0, 6.337504771420297)	(6.0, 4.597730532563012)	(7.0, 3.334331719448283)	(8.0, 2.431488047282624)	(9.0, 1.8177642203365478)	('>10', 5.312196904964329)	('>50', 0.0)	('>100', 0.0)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.1746788993163607)	('>10k+', 0.0)
