Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
IDDLNTM46.B_R1	(15.0, 3.0)	(16.0, 33.0)	(17.0, 274.0)	(18.0, 899.0)	(19.0, 2056.0)	(20.0, 3676.0)	(21.0, 5629.0)	(22.0, 7887.0)	(23.0, 10035.0)	(24.0, 12860.0)	(25.0, 15841.0)	(26.0, 20260.0)	(27.0, 24527.0)	(28.0, 31766.0)	(29.0, 41091.0)	(30.0, 55053.0)	(31.0, 80190.0)	(32.0, 137009.0)	(33.0, 216401.0)	(34.0, 292044.0)	(35.0, 306311.0)	(36.0, 302932.0)	(37.0, 287209.0)	(38.0, 476902.0)	(39.0, 2129495.0)	(40.0, 220936.0)					
IDDLNTM46.B_R2	(12.0, 2.0)	(13.0, 18.0)	(14.0, 43.0)	(15.0, 331.0)	(16.0, 2118.0)	(17.0, 5398.0)	(18.0, 7866.0)	(19.0, 8360.0)	(20.0, 9320.0)	(21.0, 10091.0)	(22.0, 11612.0)	(23.0, 13245.0)	(24.0, 16166.0)	(25.0, 18349.0)	(26.0, 21832.0)	(27.0, 24910.0)	(28.0, 30569.0)	(29.0, 37475.0)	(30.0, 44269.0)	(31.0, 47933.0)	(32.0, 59821.0)	(33.0, 74327.0)	(34.0, 96538.0)	(35.0, 125658.0)	(36.0, 185102.0)	(37.0, 312980.0)	(38.0, 900555.0)	(39.0, 2532149.0)	(40.0, 84282.0)		
IDDLNTM48_R1	(15.0, 1.0)	(16.0, 42.0)	(17.0, 314.0)	(18.0, 1053.0)	(19.0, 2600.0)	(20.0, 5109.0)	(21.0, 7871.0)	(22.0, 10248.0)	(23.0, 12559.0)	(24.0, 15838.0)	(25.0, 18842.0)	(26.0, 22578.0)	(27.0, 26299.0)	(28.0, 32514.0)	(29.0, 39992.0)	(30.0, 49379.0)	(31.0, 61186.0)	(32.0, 84027.0)	(33.0, 121622.0)	(34.0, 182713.0)	(35.0, 258840.0)	(36.0, 387939.0)	(37.0, 474548.0)	(38.0, 583431.0)	(39.0, 2196466.0)	(40.0, 204296.0)					
IDDLNTM48_R2	(12.0, 2.0)	(13.0, 17.0)	(14.0, 53.0)	(15.0, 347.0)	(16.0, 2898.0)	(17.0, 7977.0)	(18.0, 11712.0)	(19.0, 12995.0)	(20.0, 14194.0)	(21.0, 15712.0)	(22.0, 17423.0)	(23.0, 18987.0)	(24.0, 22218.0)	(25.0, 25238.0)	(26.0, 29399.0)	(27.0, 33029.0)	(28.0, 39138.0)	(29.0, 46820.0)	(30.0, 53868.0)	(31.0, 58835.0)	(32.0, 72845.0)	(33.0, 89796.0)	(34.0, 113911.0)	(35.0, 146840.0)	(36.0, 214009.0)	(37.0, 353769.0)	(38.0, 965886.0)	(39.0, 2362161.0)	(40.0, 70228.0)		
IDDLNTM49_R1	(15.0, 1.0)	(16.0, 55.0)	(17.0, 248.0)	(18.0, 785.0)	(19.0, 1484.0)	(20.0, 2858.0)	(21.0, 4417.0)	(22.0, 5850.0)	(23.0, 7422.0)	(24.0, 9457.0)	(25.0, 11530.0)	(26.0, 14463.0)	(27.0, 17210.0)	(28.0, 21883.0)	(29.0, 26555.0)	(30.0, 34012.0)	(31.0, 43270.0)	(32.0, 62015.0)	(33.0, 92174.0)	(34.0, 136395.0)	(35.0, 185062.0)	(36.0, 263196.0)	(37.0, 300114.0)	(38.0, 380025.0)	(39.0, 1497210.0)	(40.0, 145229.0)					
IDDLNTM49_R2	(12.0, 4.0)	(13.0, 10.0)	(14.0, 25.0)	(15.0, 240.0)	(16.0, 1382.0)	(17.0, 3453.0)	(18.0, 4749.0)	(19.0, 5282.0)	(20.0, 5826.0)	(21.0, 6332.0)	(22.0, 7291.0)	(23.0, 8159.0)	(24.0, 9795.0)	(25.0, 11540.0)	(26.0, 13581.0)	(27.0, 15866.0)	(28.0, 19355.0)	(29.0, 24278.0)	(30.0, 28602.0)	(31.0, 31326.0)	(32.0, 39607.0)	(33.0, 50538.0)	(34.0, 65317.0)	(35.0, 86849.0)	(36.0, 129603.0)	(37.0, 223458.0)	(38.0, 653238.0)	(39.0, 1758535.0)	(40.0, 58679.0)		
IDDLNTM50_R1	(15.0, 1.0)	(16.0, 31.0)	(17.0, 177.0)	(18.0, 552.0)	(19.0, 1073.0)	(20.0, 1990.0)	(21.0, 3164.0)	(22.0, 4283.0)	(23.0, 5438.0)	(24.0, 6905.0)	(25.0, 8602.0)	(26.0, 10534.0)	(27.0, 12442.0)	(28.0, 15792.0)	(29.0, 19789.0)	(30.0, 25412.0)	(31.0, 32296.0)	(32.0, 46346.0)	(33.0, 71000.0)	(34.0, 107446.0)	(35.0, 145396.0)	(36.0, 207459.0)	(37.0, 235802.0)	(38.0, 280123.0)	(39.0, 1365548.0)	(40.0, 170208.0)					
IDDLNTM50_R2	(11.0, 1.0)	(12.0, 1.0)	(13.0, 12.0)	(14.0, 23.0)	(15.0, 249.0)	(16.0, 1556.0)	(17.0, 3699.0)	(18.0, 4890.0)	(19.0, 5142.0)	(20.0, 5766.0)	(21.0, 6469.0)	(22.0, 7266.0)	(23.0, 7871.0)	(24.0, 9273.0)	(25.0, 11114.0)	(26.0, 12770.0)	(27.0, 14529.0)	(28.0, 17766.0)	(29.0, 22061.0)	(30.0, 25427.0)	(31.0, 27641.0)	(32.0, 34156.0)	(33.0, 42945.0)	(34.0, 55704.0)	(35.0, 72900.0)	(36.0, 107695.0)	(37.0, 185853.0)	(38.0, 556686.0)	(39.0, 1486554.0)	(40.0, 51790.0)	
IDDLNTM52_R1	(15.0, 6.0)	(16.0, 58.0)	(17.0, 446.0)	(18.0, 1279.0)	(19.0, 3038.0)	(20.0, 5907.0)	(21.0, 8760.0)	(22.0, 11624.0)	(23.0, 14387.0)	(24.0, 17929.0)	(25.0, 21388.0)	(26.0, 25963.0)	(27.0, 30494.0)	(28.0, 37763.0)	(29.0, 46124.0)	(30.0, 56503.0)	(31.0, 69172.0)	(32.0, 91466.0)	(33.0, 126681.0)	(34.0, 186462.0)	(35.0, 268677.0)	(36.0, 430755.0)	(37.0, 597967.0)	(38.0, 766066.0)	(39.0, 2558660.0)	(40.0, 230260.0)					
IDDLNTM52_R2	(12.0, 3.0)	(13.0, 17.0)	(14.0, 64.0)	(15.0, 505.0)	(16.0, 3361.0)	(17.0, 8803.0)	(18.0, 12293.0)	(19.0, 13224.0)	(20.0, 14437.0)	(21.0, 15984.0)	(22.0, 17720.0)	(23.0, 19529.0)	(24.0, 22842.0)	(25.0, 26594.0)	(26.0, 31441.0)	(27.0, 34882.0)	(28.0, 42839.0)	(29.0, 51421.0)	(30.0, 60353.0)	(31.0, 65608.0)	(32.0, 81371.0)	(33.0, 101469.0)	(34.0, 129816.0)	(35.0, 169989.0)	(36.0, 248249.0)	(37.0, 417469.0)	(38.0, 1159905.0)	(39.0, 2771924.0)	(40.0, 85723.0)		
IDDLNTM55.A_R1	(16.0, 73.0)	(17.0, 418.0)	(18.0, 1130.0)	(19.0, 2495.0)	(20.0, 4713.0)	(21.0, 7178.0)	(22.0, 9604.0)	(23.0, 11872.0)	(24.0, 14823.0)	(25.0, 18143.0)	(26.0, 21908.0)	(27.0, 25965.0)	(28.0, 32665.0)	(29.0, 40411.0)	(30.0, 50414.0)	(31.0, 63994.0)	(32.0, 90425.0)	(33.0, 131280.0)	(34.0, 201390.0)	(35.0, 289122.0)	(36.0, 437690.0)	(37.0, 524937.0)	(38.0, 619363.0)	(39.0, 2571466.0)	(40.0, 272024.0)						
IDDLNTM55.A_R2	(12.0, 5.0)	(13.0, 11.0)	(14.0, 44.0)	(15.0, 466.0)	(16.0, 3196.0)	(17.0, 7633.0)	(18.0, 10833.0)	(19.0, 11442.0)	(20.0, 12865.0)	(21.0, 14534.0)	(22.0, 15900.0)	(23.0, 17787.0)	(24.0, 20707.0)	(25.0, 24158.0)	(26.0, 28861.0)	(27.0, 32542.0)	(28.0, 38555.0)	(29.0, 47127.0)	(30.0, 55360.0)	(31.0, 60524.0)	(32.0, 74231.0)	(33.0, 92217.0)	(34.0, 118823.0)	(35.0, 154723.0)	(36.0, 227578.0)	(37.0, 382183.0)	(38.0, 1083247.0)	(39.0, 2816760.0)	(40.0, 91191.0)		
IDDLNTM55.B_R1	(15.0, 4.0)	(16.0, 73.0)	(17.0, 493.0)	(18.0, 1497.0)	(19.0, 3241.0)	(20.0, 5824.0)	(21.0, 8648.0)	(22.0, 11590.0)	(23.0, 14041.0)	(24.0, 17566.0)	(25.0, 21273.0)	(26.0, 25842.0)	(27.0, 30026.0)	(28.0, 36795.0)	(29.0, 45292.0)	(30.0, 55370.0)	(31.0, 68106.0)	(32.0, 92226.0)	(33.0, 130947.0)	(34.0, 195533.0)	(35.0, 279513.0)	(36.0, 428575.0)	(37.0, 538579.0)	(38.0, 624871.0)	(39.0, 2374907.0)	(40.0, 258926.0)					
IDDLNTM55.B_R2	(11.0, 1.0)	(12.0, 3.0)	(13.0, 14.0)	(14.0, 40.0)	(15.0, 358.0)	(16.0, 2608.0)	(17.0, 7075.0)	(18.0, 10188.0)	(19.0, 10996.0)	(20.0, 12003.0)	(21.0, 13586.0)	(22.0, 15317.0)	(23.0, 17088.0)	(24.0, 20350.0)	(25.0, 23771.0)	(26.0, 28153.0)	(27.0, 31606.0)	(28.0, 38347.0)	(29.0, 46420.0)	(30.0, 54552.0)	(31.0, 58933.0)	(32.0, 73019.0)	(33.0, 90944.0)	(34.0, 115971.0)	(35.0, 150086.0)	(36.0, 219600.0)	(37.0, 366214.0)	(38.0, 1046862.0)	(39.0, 2724696.0)	(40.0, 90957.0)	
IDDLNTM56_R1	(15.0, 5.0)	(16.0, 77.0)	(17.0, 373.0)	(18.0, 1130.0)	(19.0, 2623.0)	(20.0, 5001.0)	(21.0, 7272.0)	(22.0, 9816.0)	(23.0, 11704.0)	(24.0, 14415.0)	(25.0, 17111.0)	(26.0, 20217.0)	(27.0, 23820.0)	(28.0, 29268.0)	(29.0, 35586.0)	(30.0, 45216.0)	(31.0, 56938.0)	(32.0, 80760.0)	(33.0, 119984.0)	(34.0, 181196.0)	(35.0, 256289.0)	(36.0, 371251.0)	(37.0, 401591.0)	(38.0, 494260.0)	(39.0, 2096547.0)	(40.0, 222233.0)					
IDDLNTM56_R2	(12.0, 3.0)	(13.0, 14.0)	(14.0, 50.0)	(15.0, 354.0)	(16.0, 2621.0)	(17.0, 6825.0)	(18.0, 10050.0)	(19.0, 10665.0)	(20.0, 11866.0)	(21.0, 13162.0)	(22.0, 14582.0)	(23.0, 15911.0)	(24.0, 18672.0)	(25.0, 21452.0)	(26.0, 24612.0)	(27.0, 27970.0)	(28.0, 33326.0)	(29.0, 39962.0)	(30.0, 46772.0)	(31.0, 50555.0)	(32.0, 62380.0)	(33.0, 77021.0)	(34.0, 98911.0)	(35.0, 129096.0)	(36.0, 189751.0)	(37.0, 326875.0)	(38.0, 941576.0)	(39.0, 2260887.0)	(40.0, 68762.0)		
IDDLNTM58_R1	(15.0, 1.0)	(16.0, 47.0)	(17.0, 260.0)	(18.0, 735.0)	(19.0, 1524.0)	(20.0, 2992.0)	(21.0, 4587.0)	(22.0, 6099.0)	(23.0, 7554.0)	(24.0, 9607.0)	(25.0, 11798.0)	(26.0, 14601.0)	(27.0, 17484.0)	(28.0, 22373.0)	(29.0, 28355.0)	(30.0, 35846.0)	(31.0, 47426.0)	(32.0, 71626.0)	(33.0, 110341.0)	(34.0, 164661.0)	(35.0, 224235.0)	(36.0, 299376.0)	(37.0, 295927.0)	(38.0, 380729.0)	(39.0, 1656443.0)	(40.0, 171709.0)					
IDDLNTM58_R2	(12.0, 3.0)	(13.0, 7.0)	(14.0, 26.0)	(15.0, 218.0)	(16.0, 1396.0)	(17.0, 3833.0)	(18.0, 5675.0)	(19.0, 6302.0)	(20.0, 7198.0)	(21.0, 8138.0)	(22.0, 9162.0)	(23.0, 10560.0)	(24.0, 12425.0)	(25.0, 14654.0)	(26.0, 17390.0)	(27.0, 19509.0)	(28.0, 23899.0)	(29.0, 29539.0)	(30.0, 34475.0)	(31.0, 37317.0)	(32.0, 47005.0)	(33.0, 58464.0)	(34.0, 74941.0)	(35.0, 98589.0)	(36.0, 144848.0)	(37.0, 246288.0)	(38.0, 711324.0)	(39.0, 1902571.0)	(40.0, 60580.0)		
IDDLNTM59_R1	(15.0, 3.0)	(16.0, 45.0)	(17.0, 302.0)	(18.0, 1000.0)	(19.0, 2228.0)	(20.0, 4279.0)	(21.0, 6444.0)	(22.0, 8598.0)	(23.0, 10594.0)	(24.0, 13448.0)	(25.0, 16273.0)	(26.0, 19785.0)	(27.0, 23499.0)	(28.0, 29937.0)	(29.0, 36827.0)	(30.0, 46935.0)	(31.0, 62112.0)	(32.0, 95709.0)	(33.0, 148472.0)	(34.0, 215118.0)	(35.0, 261732.0)	(36.0, 292535.0)	(37.0, 271930.0)	(38.0, 371901.0)	(39.0, 1598389.0)	(40.0, 173141.0)					
IDDLNTM59_R2	(12.0, 2.0)	(13.0, 8.0)	(14.0, 20.0)	(15.0, 204.0)	(16.0, 1503.0)	(17.0, 4373.0)	(18.0, 6771.0)	(19.0, 7784.0)	(20.0, 8780.0)	(21.0, 9776.0)	(22.0, 11069.0)	(23.0, 12314.0)	(24.0, 14673.0)	(25.0, 17141.0)	(26.0, 20070.0)	(27.0, 22861.0)	(28.0, 27477.0)	(29.0, 33792.0)	(30.0, 39132.0)	(31.0, 42529.0)	(32.0, 53046.0)	(33.0, 65201.0)	(34.0, 83163.0)	(35.0, 107634.0)	(36.0, 156559.0)	(37.0, 264052.0)	(38.0, 743050.0)	(39.0, 1892966.0)	(40.0, 65286.0)		
IDDLNTM5_R1	(15.0, 1.0)	(16.0, 103.0)	(17.0, 518.0)	(18.0, 1517.0)	(19.0, 3342.0)	(20.0, 5932.0)	(21.0, 8716.0)	(22.0, 12089.0)	(23.0, 14985.0)	(24.0, 19092.0)	(25.0, 23550.0)	(26.0, 28813.0)	(27.0, 34508.0)	(28.0, 43549.0)	(29.0, 53987.0)	(30.0, 69467.0)	(31.0, 92401.0)	(32.0, 143341.0)	(33.0, 221382.0)	(34.0, 317284.0)	(35.0, 375862.0)	(36.0, 423114.0)	(37.0, 400800.0)	(38.0, 596076.0)	(39.0, 2359985.0)	(40.0, 227277.0)					
IDDLNTM5_R2	(12.0, 3.0)	(13.0, 19.0)	(14.0, 59.0)	(15.0, 546.0)	(16.0, 3558.0)	(17.0, 8592.0)	(18.0, 11771.0)	(19.0, 12278.0)	(20.0, 13509.0)	(21.0, 14748.0)	(22.0, 16687.0)	(23.0, 18309.0)	(24.0, 21685.0)	(25.0, 25143.0)	(26.0, 29865.0)	(27.0, 33784.0)	(28.0, 40962.0)	(29.0, 49378.0)	(30.0, 57689.0)	(31.0, 62958.0)	(32.0, 78141.0)	(33.0, 96956.0)	(34.0, 123817.0)	(35.0, 161421.0)	(36.0, 233979.0)	(37.0, 388169.0)	(38.0, 1094239.0)	(39.0, 2787711.0)	(40.0, 91715.0)		
IDDLNTM6.A_R1	(15.0, 2.0)	(16.0, 69.0)	(17.0, 356.0)	(18.0, 1174.0)	(19.0, 2889.0)	(20.0, 5597.0)	(21.0, 8506.0)	(22.0, 11042.0)	(23.0, 13370.0)	(24.0, 16679.0)	(25.0, 19948.0)	(26.0, 24402.0)	(27.0, 28572.0)	(28.0, 36142.0)	(29.0, 44952.0)	(30.0, 57615.0)	(31.0, 75243.0)	(32.0, 114239.0)	(33.0, 174334.0)	(34.0, 255124.0)	(35.0, 314351.0)	(36.0, 374640.0)	(37.0, 362306.0)	(38.0, 503567.0)	(39.0, 2080018.0)	(40.0, 201202.0)					
IDDLNTM6.A_R2	(12.0, 2.0)	(13.0, 13.0)	(14.0, 42.0)	(15.0, 333.0)	(16.0, 2623.0)	(17.0, 6755.0)	(18.0, 10294.0)	(19.0, 11048.0)	(20.0, 12656.0)	(21.0, 13790.0)	(22.0, 15374.0)	(23.0, 17001.0)	(24.0, 20003.0)	(25.0, 23559.0)	(26.0, 27022.0)	(27.0, 30524.0)	(28.0, 36092.0)	(29.0, 43837.0)	(30.0, 51147.0)	(31.0, 55618.0)	(32.0, 69461.0)	(33.0, 85679.0)	(34.0, 109566.0)	(35.0, 141693.0)	(36.0, 206712.0)	(37.0, 344587.0)	(38.0, 954852.0)	(39.0, 2366277.0)	(40.0, 69779.0)		
IDDLNTM6.B_R1	(15.0, 3.0)	(16.0, 51.0)	(17.0, 425.0)	(18.0, 1214.0)	(19.0, 2981.0)	(20.0, 5633.0)	(21.0, 8577.0)	(22.0, 11251.0)	(23.0, 13470.0)	(24.0, 16379.0)	(25.0, 19585.0)	(26.0, 23883.0)	(27.0, 27585.0)	(28.0, 33499.0)	(29.0, 41017.0)	(30.0, 50505.0)	(31.0, 62748.0)	(32.0, 85840.0)	(33.0, 123520.0)	(34.0, 185857.0)	(35.0, 257834.0)	(36.0, 384160.0)	(37.0, 473492.0)	(38.0, 556681.0)	(39.0, 2163670.0)	(40.0, 226459.0)					
IDDLNTM6.B_R2	(12.0, 3.0)	(13.0, 14.0)	(14.0, 43.0)	(15.0, 445.0)	(16.0, 2972.0)	(17.0, 7517.0)	(18.0, 11072.0)	(19.0, 11758.0)	(20.0, 12954.0)	(21.0, 14573.0)	(22.0, 16032.0)	(23.0, 17792.0)	(24.0, 20837.0)	(25.0, 23872.0)	(26.0, 27502.0)	(27.0, 30983.0)	(28.0, 37381.0)	(29.0, 44670.0)	(30.0, 51672.0)	(31.0, 56404.0)	(32.0, 70205.0)	(33.0, 85891.0)	(34.0, 110163.0)	(35.0, 142448.0)	(36.0, 207607.0)	(37.0, 348287.0)	(38.0, 954120.0)	(39.0, 2385511.0)	(40.0, 83591.0)		
IDDLNTM60_R1	(15.0, 2.0)	(16.0, 40.0)	(17.0, 223.0)	(18.0, 739.0)	(19.0, 1775.0)	(20.0, 3344.0)	(21.0, 5133.0)	(22.0, 6818.0)	(23.0, 8186.0)	(24.0, 10235.0)	(25.0, 12753.0)	(26.0, 15614.0)	(27.0, 18336.0)	(28.0, 23310.0)	(29.0, 29942.0)	(30.0, 39140.0)	(31.0, 54025.0)	(32.0, 85723.0)	(33.0, 134529.0)	(34.0, 194976.0)	(35.0, 236059.0)	(36.0, 275153.0)	(37.0, 253109.0)	(38.0, 367595.0)	(39.0, 1613664.0)	(40.0, 165683.0)					
IDDLNTM60_R2	(12.0, 2.0)	(13.0, 9.0)	(14.0, 22.0)	(15.0, 164.0)	(16.0, 1390.0)	(17.0, 3745.0)	(18.0, 5774.0)	(19.0, 6458.0)	(20.0, 7310.0)	(21.0, 8157.0)	(22.0, 9433.0)	(23.0, 10577.0)	(24.0, 12469.0)	(25.0, 14626.0)	(26.0, 16975.0)	(27.0, 19066.0)	(28.0, 23596.0)	(29.0, 28888.0)	(30.0, 33831.0)	(31.0, 36362.0)	(32.0, 45338.0)	(33.0, 56293.0)	(34.0, 72761.0)	(35.0, 95631.0)	(36.0, 140451.0)	(37.0, 235692.0)	(38.0, 681466.0)	(39.0, 1924570.0)	(40.0, 65050.0)		
IDDLNTM61_R1	(15.0, 1.0)	(16.0, 51.0)	(17.0, 282.0)	(18.0, 908.0)	(19.0, 2105.0)	(20.0, 4046.0)	(21.0, 6139.0)	(22.0, 8141.0)	(23.0, 9802.0)	(24.0, 12073.0)	(25.0, 14503.0)	(26.0, 17352.0)	(27.0, 20268.0)	(28.0, 24662.0)	(29.0, 30161.0)	(30.0, 37461.0)	(31.0, 45768.0)	(32.0, 61961.0)	(33.0, 87761.0)	(34.0, 132955.0)	(35.0, 197408.0)	(36.0, 325186.0)	(37.0, 443446.0)	(38.0, 527109.0)	(39.0, 1820673.0)	(40.0, 185799.0)					
IDDLNTM61_R2	(12.0, 3.0)	(13.0, 18.0)	(14.0, 35.0)	(15.0, 392.0)	(16.0, 2573.0)	(17.0, 6521.0)	(18.0, 9074.0)	(19.0, 9770.0)	(20.0, 10886.0)	(21.0, 11864.0)	(22.0, 13185.0)	(23.0, 14378.0)	(24.0, 16720.0)	(25.0, 19111.0)	(26.0, 22040.0)	(27.0, 24535.0)	(28.0, 29400.0)	(29.0, 34865.0)	(30.0, 40955.0)	(31.0, 43948.0)	(32.0, 54313.0)	(33.0, 66981.0)	(34.0, 86425.0)	(35.0, 112481.0)	(36.0, 164196.0)	(37.0, 276409.0)	(38.0, 794154.0)	(39.0, 2080351.0)	(40.0, 70438.0)		
IDDLNTM63_R1	(15.0, 5.0)	(16.0, 56.0)	(17.0, 372.0)	(18.0, 1075.0)	(19.0, 2264.0)	(20.0, 4359.0)	(21.0, 6303.0)	(22.0, 8496.0)	(23.0, 10337.0)	(24.0, 12900.0)	(25.0, 15832.0)	(26.0, 19186.0)	(27.0, 22896.0)	(28.0, 28624.0)	(29.0, 36020.0)	(30.0, 45608.0)	(31.0, 59661.0)	(32.0, 88322.0)	(33.0, 132057.0)	(34.0, 190847.0)	(35.0, 240307.0)	(36.0, 295943.0)	(37.0, 294861.0)	(38.0, 417887.0)	(39.0, 1816109.0)	(40.0, 200154.0)					
IDDLNTM63_R2	(12.0, 1.0)	(13.0, 9.0)	(14.0, 43.0)	(15.0, 276.0)	(16.0, 2125.0)	(17.0, 5473.0)	(18.0, 8186.0)	(19.0, 9045.0)	(20.0, 10046.0)	(21.0, 11106.0)	(22.0, 12665.0)	(23.0, 13774.0)	(24.0, 16664.0)	(25.0, 18914.0)	(26.0, 22084.0)	(27.0, 25308.0)	(28.0, 30252.0)	(29.0, 36608.0)	(30.0, 42292.0)	(31.0, 45775.0)	(32.0, 56733.0)	(33.0, 69088.0)	(34.0, 88882.0)	(35.0, 113569.0)	(36.0, 165117.0)	(37.0, 274118.0)	(38.0, 767296.0)	(39.0, 2036625.0)	(40.0, 68407.0)		
IDDLNTM64_R1	(16.0, 60.0)	(17.0, 310.0)	(18.0, 875.0)	(19.0, 1936.0)	(20.0, 3490.0)	(21.0, 5144.0)	(22.0, 7163.0)	(23.0, 8813.0)	(24.0, 11238.0)	(25.0, 13467.0)	(26.0, 16688.0)	(27.0, 19979.0)	(28.0, 24931.0)	(29.0, 31100.0)	(30.0, 39043.0)	(31.0, 50101.0)	(32.0, 72375.0)	(33.0, 107900.0)	(34.0, 159815.0)	(35.0, 212374.0)	(36.0, 276716.0)	(37.0, 298392.0)	(38.0, 399870.0)	(39.0, 1847823.0)	(40.0, 205695.0)						
IDDLNTM64_R2	(12.0, 3.0)	(13.0, 6.0)	(14.0, 34.0)	(15.0, 288.0)	(16.0, 1957.0)	(17.0, 5032.0)	(18.0, 7171.0)	(19.0, 7755.0)	(20.0, 9040.0)	(21.0, 9806.0)	(22.0, 11161.0)	(23.0, 12386.0)	(24.0, 14774.0)	(25.0, 17429.0)	(26.0, 20085.0)	(27.0, 22763.0)	(28.0, 27456.0)	(29.0, 32983.0)	(30.0, 39286.0)	(31.0, 42528.0)	(32.0, 52198.0)	(33.0, 64433.0)	(34.0, 82382.0)	(35.0, 105905.0)	(36.0, 153793.0)	(37.0, 250995.0)	(38.0, 698603.0)	(39.0, 2049680.0)	(40.0, 75366.0)		
IDDLNTM67_R1	(15.0, 2.0)	(16.0, 55.0)	(17.0, 311.0)	(18.0, 916.0)	(19.0, 1800.0)	(20.0, 3321.0)	(21.0, 4944.0)	(22.0, 6455.0)	(23.0, 8011.0)	(24.0, 9902.0)	(25.0, 12228.0)	(26.0, 14919.0)	(27.0, 17833.0)	(28.0, 22253.0)	(29.0, 27467.0)	(30.0, 34943.0)	(31.0, 43818.0)	(32.0, 61251.0)	(33.0, 89151.0)	(34.0, 134998.0)	(35.0, 190068.0)	(36.0, 284146.0)	(37.0, 351375.0)	(38.0, 468306.0)	(39.0, 2079115.0)	(40.0, 225613.0)					
IDDLNTM67_R2	(12.0, 1.0)	(13.0, 17.0)	(14.0, 52.0)	(15.0, 347.0)	(16.0, 2196.0)	(17.0, 5416.0)	(18.0, 7506.0)	(19.0, 7953.0)	(20.0, 8967.0)	(21.0, 9820.0)	(22.0, 11219.0)	(23.0, 12940.0)	(24.0, 15303.0)	(25.0, 18302.0)	(26.0, 21473.0)	(27.0, 25405.0)	(28.0, 31299.0)	(29.0, 38676.0)	(30.0, 47601.0)	(31.0, 55127.0)	(32.0, 73170.0)	(33.0, 102233.0)	(34.0, 155173.0)	(35.0, 220273.0)	(36.0, 304093.0)	(37.0, 378930.0)	(38.0, 625027.0)	(39.0, 1841108.0)	(40.0, 73574.0)		
IDDLNTM68_R1	(15.0, 1.0)	(16.0, 45.0)	(17.0, 292.0)	(18.0, 918.0)	(19.0, 1996.0)	(20.0, 3550.0)	(21.0, 5525.0)	(22.0, 7279.0)	(23.0, 9243.0)	(24.0, 11775.0)	(25.0, 14392.0)	(26.0, 18113.0)	(27.0, 21435.0)	(28.0, 27638.0)	(29.0, 34472.0)	(30.0, 44356.0)	(31.0, 58760.0)	(32.0, 87477.0)	(33.0, 134210.0)	(34.0, 200543.0)	(35.0, 259063.0)	(36.0, 317622.0)	(37.0, 315522.0)	(38.0, 489768.0)	(39.0, 2246210.0)	(40.0, 230084.0)					
IDDLNTM68_R2	(12.0, 3.0)	(13.0, 30.0)	(14.0, 52.0)	(15.0, 409.0)	(16.0, 2837.0)	(17.0, 6415.0)	(18.0, 8752.0)	(19.0, 9341.0)	(20.0, 10344.0)	(21.0, 11588.0)	(22.0, 12915.0)	(23.0, 14419.0)	(24.0, 17233.0)	(25.0, 19558.0)	(26.0, 23303.0)	(27.0, 26567.0)	(28.0, 31868.0)	(29.0, 39236.0)	(30.0, 46190.0)	(31.0, 50121.0)	(32.0, 62290.0)	(33.0, 76860.0)	(34.0, 99412.0)	(35.0, 129518.0)	(36.0, 189410.0)	(37.0, 311884.0)	(38.0, 850609.0)	(39.0, 2408289.0)	(40.0, 80836.0)		
IDDLNTM7.A_R1	(15.0, 2.0)	(16.0, 95.0)	(17.0, 408.0)	(18.0, 1383.0)	(19.0, 3244.0)	(20.0, 6324.0)	(21.0, 9345.0)	(22.0, 12318.0)	(23.0, 14984.0)	(24.0, 18539.0)	(25.0, 22315.0)	(26.0, 26751.0)	(27.0, 31316.0)	(28.0, 39068.0)	(29.0, 48337.0)	(30.0, 61488.0)	(31.0, 80908.0)	(32.0, 123526.0)	(33.0, 188370.0)	(34.0, 270104.0)	(35.0, 318975.0)	(36.0, 352175.0)	(37.0, 338580.0)	(38.0, 527684.0)	(39.0, 2279551.0)	(40.0, 229184.0)					
IDDLNTM7.A_R2	(12.0, 1.0)	(13.0, 24.0)	(14.0, 63.0)	(15.0, 459.0)	(16.0, 3252.0)	(17.0, 8521.0)	(18.0, 12574.0)	(19.0, 13515.0)	(20.0, 14727.0)	(21.0, 15931.0)	(22.0, 17880.0)	(23.0, 19649.0)	(24.0, 22695.0)	(25.0, 25981.0)	(26.0, 30115.0)	(27.0, 33420.0)	(28.0, 39774.0)	(29.0, 47300.0)	(30.0, 55367.0)	(31.0, 59558.0)	(32.0, 72888.0)	(33.0, 90395.0)	(34.0, 115333.0)	(35.0, 147117.0)	(36.0, 214453.0)	(37.0, 355237.0)	(38.0, 984124.0)	(39.0, 2528491.0)	(40.0, 76130.0)		
